job,marital,education,age,balance,homeowner,loans,default,contact,length,campaign,pdays,previous,poutcome,RESP,samp#,Rnad #,num
services,single,secondary,27,54,1,0,0,0,543,2,-1,0,2,1,0,0.587351678,0
admin.,divorced,secondary,41,-365,1,0,0,0,226,10,-1,0,2,0,0,0.916993099,0
blue-collar,married,primary,29,1101,1,1,0,0,165,1,-1,0,2,0,0,0.959464048,0
blue-collar,married,primary,24,933,1,0,0,0,62,3,-1,0,2,0,0,0.961205292,0
admin.,married,secondary,31,728,1,1,0,0,104,4,-1,0,2,0,0,0.782882644,0
blue-collar,married,secondary,35,1388,1,0,0,0,119,5,-1,0,2,0,0,0.63253246,0
self-employed,married,tertiary,33,-103,1,0,0,0,268,1,-1,0,2,0,0,0.938935687,0
blue-collar,divorced,unknown,28,101,1,0,0,0,126,4,-1,0,2,0,0,0.620979189,0
management,married,tertiary,29,168,1,0,0,0,119,1,-1,0,2,0,0,0.802706792,0
blue-collar,single,primary,29,80,1,0,0,0,678,1,-1,0,2,0,0,0.549469462,0
blue-collar,single,secondary,27,1401,1,0,0,0,392,1,-1,0,2,0,0,0.60603846,0
technician,divorced,secondary,38,1333,1,1,0,0,188,1,-1,0,2,0,0,0.659881692,0
blue-collar,married,unknown,45,-320,1,0,0,0,204,3,-1,0,2,0,0,0.850350847,0
technician,married,secondary,35,194,1,0,0,0,134,1,-1,0,2,0,0,0.895344654,0
technician,married,secondary,36,1731,1,1,0,0,207,1,-1,0,2,0,0,0.661910616,0
management,single,tertiary,29,-158,1,0,0,0,399,1,-1,0,2,0,0,0.77537182,0
management,married,secondary,28,292,1,0,0,0,507,1,-1,0,2,1,0,0.550796448,0
services,single,secondary,23,665,1,0,0,0,1183,1,-1,0,2,1,0,0.725913284,0
admin.,divorced,secondary,40,-541,1,1,0,0,270,4,-1,0,2,0,0,0.77835413,0
student,single,secondary,27,16173,1,0,0,0,489,1,-1,0,2,0,0,0.776548946,0
services,single,tertiary,26,1624,1,1,0,0,438,1,-1,0,2,0,0,0.783466607,0
blue-collar,married,secondary,38,-579,1,1,0,0,195,2,-1,0,2,0,0,0.509832975,0
blue-collar,single,secondary,27,294,1,1,0,0,694,2,-1,0,2,1,0,0.97842538,0
blue-collar,married,secondary,33,7063,1,0,0,0,116,9,-1,0,2,0,0,0.855723285,0
management,single,tertiary,30,5288,1,0,0,0,288,3,-1,0,2,0,0,0.521235835,0
technician,married,secondary,38,61,1,0,0,0,97,1,-1,0,2,0,0,0.961766132,0
blue-collar,married,secondary,36,79,1,0,0,0,275,2,-1,0,2,0,0,0.6075805,0
entrepreneur,married,secondary,38,61,1,1,0,0,170,5,-1,0,2,0,0,0.760206237,0
blue-collar,married,secondary,28,1020,1,0,0,0,251,1,-1,0,2,0,0,0.853612391,0
technician,single,tertiary,38,218,1,1,0,0,74,2,-1,0,2,0,0,0.669339278,0
technician,single,tertiary,28,183,1,1,0,0,62,2,-1,0,2,0,0,0.682509874,0
services,married,secondary,29,11417,1,0,0,0,272,2,-1,0,2,0,0,0.503239515,0
unemployed,single,secondary,39,-53,1,0,0,0,189,3,-1,0,2,0,0,0.814910645,0
admin.,single,unknown,29,175,0,0,0,0,597,3,-1,0,2,0,0,0.760692296,0
blue-collar,single,unknown,41,2835,1,0,0,0,53,1,-1,0,2,0,0,0.515598489,0
admin.,married,tertiary,29,26,1,0,0,0,45,1,-1,0,2,0,0,0.581843575,0
management,married,tertiary,44,0,1,0,0,0,260,1,-1,0,2,0,0,0.847348808,0
retired,married,primary,56,-299,1,0,0,0,68,1,-1,0,2,0,0,0.939667544,0
blue-collar,single,secondary,33,-366,1,0,0,0,81,4,-1,0,2,0,0,0.718726341,0
unemployed,married,primary,40,557,1,0,0,0,173,1,-1,0,2,0,0,0.691167934,0
management,married,tertiary,36,428,0,0,0,0,121,1,-1,0,2,0,0,0.86315755,0
technician,single,secondary,28,1536,1,0,0,0,347,2,-1,0,2,0,0,0.536426341,0
management,single,secondary,29,293,1,0,0,0,188,2,-1,0,2,0,0,0.831732356,0
management,single,secondary,36,302,0,0,0,0,60,6,-1,0,2,0,0,0.653072534,0
blue-collar,married,secondary,44,-73,1,0,0,0,80,9,-1,0,2,0,0,0.667482723,0
blue-collar,married,unknown,26,407,1,0,0,0,346,2,-1,0,2,0,0,0.893776649,0
management,married,tertiary,53,490,1,0,0,0,103,2,-1,0,2,0,0,0.797331901,0
self-employed,married,secondary,38,279,1,0,0,0,110,5,-1,0,2,0,0,0.76486805,0
services,married,secondary,38,-314,1,0,0,0,66,2,-1,0,2,0,0,0.584520794,0
management,married,secondary,43,373,1,0,0,0,54,1,-1,0,2,0,0,0.800924521,0
admin.,married,secondary,29,445,1,0,0,0,489,2,-1,0,2,0,0,0.984013112,0
admin.,married,secondary,33,393,1,0,0,0,383,1,-1,0,2,0,0,0.592298829,0
admin.,divorced,secondary,47,-480,0,0,0,0,360,1,-1,0,2,0,0,0.97241578,0
self-employed,single,tertiary,27,5214,1,0,0,0,94,1,-1,0,2,0,0,0.703157148,0
admin.,single,secondary,27,242,1,1,0,0,83,1,-1,0,2,0,0,0.699703663,0
admin.,divorced,secondary,39,22,0,0,0,0,121,3,-1,0,2,0,0,0.650637031,0
student,single,tertiary,26,0,1,0,0,0,124,1,-1,0,2,0,0,0.589735351,0
admin.,single,secondary,35,3,1,0,0,0,330,5,-1,0,2,0,0,0.66982504,0
blue-collar,married,secondary,31,1039,1,0,0,0,44,7,-1,0,2,0,0,0.775161913,0
management,married,tertiary,34,-304,1,0,0,0,279,2,-1,0,2,0,0,0.615319721,0
retired,married,secondary,58,255,0,0,0,0,362,3,-1,0,2,0,0,0.77963319,0
blue-collar,married,secondary,26,-284,1,0,0,0,207,3,-1,0,2,0,0,0.809753421,0
blue-collar,married,primary,30,2607,1,0,0,0,158,10,-1,0,2,0,0,0.54916119,0
technician,married,tertiary,38,-1350,1,1,0,0,96,4,-1,0,2,0,0,0.82231851,0
blue-collar,married,primary,39,-310,1,1,0,0,26,5,-1,0,2,0,0,0.812579737,0
management,divorced,tertiary,56,442,0,0,0,0,77,3,-1,0,2,0,0,0.948605228,0
technician,divorced,secondary,51,0,1,0,0,0,463,2,-1,0,2,0,0,0.634990235,0
admin.,married,secondary,33,-675,1,0,1,0,245,2,-1,0,2,0,0,0.623682428,0
management,divorced,tertiary,54,192,1,0,0,0,157,3,-1,0,2,0,0,0.746477638,0
admin.,married,tertiary,33,957,1,0,0,0,361,4,-1,0,2,0,0,0.851436798,0
blue-collar,married,secondary,32,0,1,0,0,0,386,3,-1,0,2,0,0,0.602452287,0
technician,married,secondary,47,-938,1,0,0,0,176,2,-1,0,2,0,0,0.687395415,0
technician,married,tertiary,54,337,1,0,1,0,302,2,-1,0,2,0,0,0.791591317,0
technician,divorced,secondary,42,0,1,0,0,0,471,2,-1,0,2,0,0,0.707889849,0
technician,married,secondary,36,947,1,0,1,0,452,2,-1,0,2,0,0,0.569473084,0
admin.,divorced,secondary,57,-140,1,0,0,0,264,2,-1,0,2,0,0,0.84738851,0
technician,married,unknown,47,-598,1,0,0,0,239,4,-1,0,2,0,0,0.607126095,0
blue-collar,married,secondary,50,-160,1,0,0,0,600,2,-1,0,2,0,0,0.644930468,0
blue-collar,married,secondary,39,-931,1,0,1,0,92,5,-1,0,2,0,0,0.713539514,0
blue-collar,single,secondary,25,579,1,0,0,0,225,4,-1,0,2,0,0,0.864129932,0
blue-collar,married,secondary,30,1780,1,0,0,0,116,12,-1,0,2,0,0,0.595997033,0
services,married,secondary,41,803,1,0,0,0,88,3,-1,0,2,0,0,0.963086236,0
services,divorced,secondary,55,2166,1,0,0,0,23,17,-1,0,2,0,0,0.727745535,0
technician,divorced,secondary,44,-357,1,1,0,0,318,2,-1,0,2,0,0,0.522803597,0
self-employed,single,tertiary,24,931,1,0,0,0,200,4,-1,0,2,0,0,0.533566489,0
admin.,married,secondary,45,25,1,0,0,0,82,4,-1,0,2,0,0,0.788875237,0
technician,single,secondary,29,740,1,0,0,0,194,3,-1,0,2,0,0,0.985516148,0
admin.,single,secondary,41,882,1,1,0,0,145,2,-1,0,2,0,0,0.990041129,0
blue-collar,married,secondary,40,-428,1,0,0,0,585,3,-1,0,2,0,0,0.959895034,0
technician,married,secondary,59,519,1,0,0,0,90,8,-1,0,2,0,0,0.543666215,0
blue-collar,married,secondary,28,2,1,0,0,0,750,2,-1,0,2,0,0,0.855385613,0
admin.,married,primary,51,943,1,0,0,0,620,1,-1,0,2,0,0,0.99151842,0
services,divorced,primary,52,130,1,0,0,0,103,2,-1,0,2,0,0,0.817150581,0
blue-collar,married,secondary,43,-111,1,0,0,0,132,3,-1,0,2,0,0,0.768258408,0
blue-collar,married,secondary,43,0,1,1,0,0,242,1,-1,0,2,0,0,0.744573226,0
services,married,secondary,31,3181,1,0,0,0,128,7,-1,0,2,0,0,0.944616229,0
technician,single,unknown,36,0,1,0,0,0,148,1,-1,0,2,0,0,0.506028756,0
technician,married,secondary,39,192,1,1,0,0,217,5,-1,0,2,0,0,0.930629504,0
retired,married,secondary,50,6998,1,0,0,0,1196,1,-1,0,2,0,0,0.980002584,0
blue-collar,married,primary,57,630,1,0,0,0,52,1,-1,0,2,0,0,0.544977997,0
admin.,married,secondary,41,3279,1,0,0,0,186,1,-1,0,2,0,0,0.68821823,0
technician,married,secondary,43,310,1,0,0,0,291,1,-1,0,2,0,0,0.563881186,0
services,married,secondary,52,2081,1,0,0,0,150,1,-1,0,2,0,0,0.777707971,0
management,married,unknown,43,5172,1,0,0,0,57,3,-1,0,2,0,0,0.641219243,0
technician,married,secondary,50,1541,1,0,0,0,744,1,-1,0,2,0,0,0.880680938,0
technician,divorced,tertiary,34,1242,1,0,0,0,578,3,-1,0,2,0,0,0.909669084,0
admin.,divorced,secondary,46,1939,1,0,0,0,119,1,-1,0,2,0,0,0.908571818,0
blue-collar,married,secondary,35,765,1,0,0,0,418,8,-1,0,2,0,0,0.711288504,0
self-employed,married,secondary,50,6174,1,1,0,0,456,1,-1,0,2,0,0,0.95164543,0
blue-collar,married,primary,42,984,1,0,0,0,109,1,-1,0,2,0,0,0.795951135,0
technician,married,secondary,45,0,1,0,0,0,155,1,-1,0,2,0,0,0.729583908,0
technician,single,tertiary,33,538,1,0,0,0,359,2,-1,0,2,0,0,0.725651198,0
management,married,tertiary,40,832,1,1,0,0,126,1,-1,0,2,0,0,0.55172022,0
blue-collar,married,secondary,44,776,1,0,0,0,306,1,-1,0,2,0,0,0.904049416,0
technician,married,tertiary,34,285,1,1,0,0,223,4,-1,0,2,0,0,0.947619312,0
blue-collar,married,secondary,44,6491,1,0,0,0,244,1,-1,0,2,0,0,0.955638026,0
technician,married,secondary,51,2402,1,0,0,0,118,1,-1,0,2,0,0,0.749436499,0
management,married,secondary,42,2608,1,0,0,0,201,1,-1,0,2,0,0,0.639385186,0
management,married,secondary,41,689,1,0,0,0,596,1,-1,0,2,0,0,0.768428989,0
unemployed,married,secondary,47,351,1,1,0,0,370,1,-1,0,2,0,0,0.977909364,0
services,married,secondary,30,699,1,0,0,0,544,1,-1,0,2,0,0,0.84442565,0
blue-collar,divorced,unknown,51,10287,1,0,0,0,117,1,-1,0,2,0,0,0.909361686,0
self-employed,married,unknown,43,6,1,0,0,0,365,2,-1,0,2,0,0,0.903832533,0
technician,married,tertiary,41,816,1,1,0,0,159,1,-1,0,2,0,0,0.588162642,0
technician,married,secondary,50,7098,1,0,0,0,92,1,-1,0,2,0,0,0.687702962,0
services,married,secondary,33,-49,1,0,0,0,89,2,-1,0,2,0,0,0.724593361,0
self-employed,single,primary,36,235,1,0,0,0,141,9,-1,0,2,0,0,0.724362858,0
admin.,single,secondary,38,2345,1,0,0,0,174,2,-1,0,2,0,0,0.665656902,0
blue-collar,married,secondary,37,-141,1,1,0,0,76,3,-1,0,2,0,0,0.555540639,0
blue-collar,married,secondary,35,628,1,0,0,0,455,2,-1,0,2,0,0,0.842471075,0
blue-collar,married,primary,51,3170,1,0,0,0,51,1,-1,0,2,0,0,0.672167009,0
management,single,tertiary,36,6450,1,0,0,0,101,1,-1,0,2,0,0,0.735145181,0
technician,married,secondary,40,2715,1,0,0,0,125,2,-1,0,2,0,0,0.734557511,0
technician,single,secondary,28,1,1,0,0,0,364,3,-1,0,2,0,0,0.672448728,0
blue-collar,married,primary,50,414,1,0,0,0,121,1,-1,0,2,0,0,0.575037925,0
blue-collar,married,secondary,36,959,1,0,0,0,200,4,-1,0,2,0,0,0.947516845,0
blue-collar,divorced,primary,51,-413,1,0,0,0,331,4,-1,0,2,0,0,0.708507005,0
management,married,unknown,50,914,1,0,0,0,359,3,-1,0,2,0,0,0.974621149,0
blue-collar,married,primary,41,943,1,0,0,0,242,3,-1,0,2,0,0,0.643860539,0
admin.,married,secondary,32,340,1,0,0,0,665,1,-1,0,2,0,0,0.717595981,0
admin.,single,secondary,41,2015,1,0,0,0,480,10,-1,0,2,0,0,0.579616729,0
admin.,single,secondary,46,1544,1,0,0,0,609,1,-1,0,2,0,0,0.910732475,0
admin.,married,tertiary,36,828,1,0,0,0,116,1,-1,0,2,0,0,0.647865799,0
management,divorced,tertiary,53,195,1,0,0,0,217,1,-1,0,2,0,0,0.818722713,0
blue-collar,married,secondary,40,0,1,1,0,0,245,3,-1,0,2,0,0,0.749126958,0
entrepreneur,married,primary,49,3112,1,0,0,0,410,3,-1,0,2,0,0,0.940233931,0
blue-collar,married,primary,38,498,1,0,0,0,107,2,-1,0,2,0,0,0.840518971,0
management,married,tertiary,34,581,1,0,0,0,182,1,-1,0,2,0,0,0.616635668,0
blue-collar,married,primary,51,1491,1,0,0,0,206,3,-1,0,2,0,0,0.877976298,0
blue-collar,married,primary,30,179,1,0,0,0,764,2,-1,0,2,0,0,0.707619726,0
technician,married,secondary,38,381,1,0,0,0,126,2,-1,0,2,0,0,0.85920997,0
technician,married,secondary,31,222,1,0,0,0,251,4,-1,0,2,0,0,0.777154492,0
entrepreneur,married,secondary,42,0,1,1,0,0,128,3,-1,0,2,0,0,0.587825393,0
management,married,tertiary,30,623,1,0,0,0,512,5,-1,0,2,0,0,0.739845329,0
blue-collar,married,primary,38,1131,1,0,0,0,102,3,-1,0,2,0,0,0.702885438,0
management,married,tertiary,37,-113,1,0,0,0,219,3,-1,0,2,0,0,0.825982122,0
blue-collar,married,primary,33,233,1,0,0,0,428,1,-1,0,2,0,0,0.815356837,0
blue-collar,single,secondary,25,1429,1,0,0,0,187,3,-1,0,2,0,0,0.739162711,0
management,single,secondary,39,835,1,0,0,0,587,4,-1,0,2,0,0,0.524980588,0
admin.,married,secondary,39,0,0,0,1,0,59,3,-1,0,2,0,0,0.737536481,0
blue-collar,single,secondary,29,-125,1,0,0,0,198,3,-1,0,2,0,0,0.969849202,0
management,married,tertiary,58,4265,1,0,0,0,96,2,-1,0,2,0,0,0.850761459,0
admin.,married,secondary,45,5244,1,0,0,0,18,16,-1,0,2,0,0,0.744039884,0
technician,divorced,secondary,32,211,1,1,0,0,230,4,-1,0,2,0,0,0.519400603,0
management,married,tertiary,29,1366,1,0,0,0,273,3,-1,0,2,0,0,0.621784241,0
blue-collar,divorced,unknown,40,1171,1,0,0,0,431,2,-1,0,2,0,0,0.515113859,0
blue-collar,married,primary,53,95,1,0,0,0,53,3,-1,0,2,0,0,0.621875061,0
blue-collar,married,secondary,46,0,1,0,0,0,328,2,-1,0,2,0,0,0.755567969,0
technician,married,secondary,58,4299,1,0,0,0,348,3,-1,0,2,0,0,0.510396987,0
blue-collar,married,secondary,30,486,1,0,0,0,1109,3,-1,0,2,1,0,0.957513667,0
blue-collar,single,secondary,30,17,1,0,0,0,197,9,-1,0,2,0,0,0.991138356,0
technician,single,secondary,56,3499,1,0,0,0,248,3,-1,0,2,0,0,0.879175182,0
blue-collar,single,secondary,35,1253,0,0,0,0,2260,2,-1,0,2,0,0,0.91634992,0
blue-collar,married,secondary,40,1100,1,0,0,0,660,2,-1,0,2,0,0,0.759170927,0
services,divorced,secondary,44,496,1,1,0,0,54,15,-1,0,2,0,0,0.910856648,0
services,single,tertiary,30,3516,1,0,0,0,447,4,-1,0,2,0,0,0.639066297,0
blue-collar,married,primary,36,-1168,1,0,1,0,216,7,-1,0,2,0,0,0.682027176,0
blue-collar,married,secondary,58,1298,1,0,0,0,516,4,-1,0,2,0,0,0.874936357,0
management,single,tertiary,32,3886,1,1,0,0,151,7,-1,0,2,0,0,0.994119304,0
entrepreneur,married,primary,46,171,1,0,0,0,52,3,-1,0,2,0,0,0.849415893,0
blue-collar,married,unknown,54,6251,1,0,0,0,421,3,-1,0,2,0,0,0.839204121,0
student,single,tertiary,20,2764,1,0,0,0,139,2,-1,0,2,0,0,0.947961106,0
technician,married,secondary,36,1345,1,0,0,0,231,3,-1,0,2,0,0,0.726788191,0
blue-collar,married,primary,40,-476,1,0,0,0,105,2,-1,0,2,0,0,0.71656248,0
blue-collar,married,unknown,43,-715,1,0,1,0,67,3,-1,0,2,0,0,0.886646401,0
blue-collar,married,secondary,44,2885,1,0,0,0,63,3,-1,0,2,0,0,0.651378748,0
admin.,married,secondary,49,2501,1,0,0,0,50,2,-1,0,2,0,0,0.615446831,0
student,single,secondary,24,7,1,0,0,0,86,3,-1,0,2,0,0,0.651375972,0
entrepreneur,married,primary,46,1757,1,0,0,0,396,3,-1,0,2,0,0,0.669827487,0
management,married,tertiary,44,1732,1,0,0,0,43,1,-1,0,2,0,0,0.912035724,0
management,married,secondary,36,1898,1,1,0,0,233,1,-1,0,2,0,0,0.70799937,0
blue-collar,married,primary,37,949,1,0,0,0,149,1,-1,0,2,0,0,0.915926573,0
entrepreneur,married,primary,50,237,1,1,0,0,184,4,-1,0,2,0,0,0.881632517,0
student,single,secondary,25,1790,0,0,0,0,242,3,-1,0,2,0,0,0.946496002,0
technician,divorced,tertiary,55,0,1,0,0,0,234,1,-1,0,2,0,0,0.94421765,0
admin.,married,secondary,45,840,1,0,0,0,54,3,-1,0,2,0,0,0.927375765,0
blue-collar,married,primary,49,130,0,0,0,0,139,2,-1,0,2,0,0,0.650823517,0
services,single,secondary,32,1659,1,0,0,0,120,6,-1,0,2,0,0,0.961985462,0
self-employed,married,tertiary,39,3246,1,0,0,0,491,1,-1,0,2,0,0,0.713489811,0
blue-collar,single,primary,43,30,1,0,0,0,379,17,-1,0,2,0,0,0.693628844,0
blue-collar,married,unknown,45,818,1,0,0,0,343,3,-1,0,2,0,0,0.54233769,0
technician,single,tertiary,26,686,1,0,0,0,98,2,-1,0,2,0,0,0.886318203,0
services,married,tertiary,37,0,1,0,0,0,55,1,-1,0,2,0,0,0.843437736,0
management,married,tertiary,40,0,1,0,0,0,138,1,-1,0,2,0,0,0.838541165,0
technician,single,secondary,49,74,1,0,0,0,130,1,-1,0,2,0,0,0.971791099,0
technician,single,secondary,37,428,1,0,0,0,107,1,-1,0,2,0,0,0.995296456,0
management,married,tertiary,42,1767,1,0,0,0,283,1,-1,0,2,0,0,0.573588216,0
blue-collar,married,secondary,45,130,1,0,0,0,127,1,-1,0,2,0,0,0.990856309,0
management,divorced,tertiary,37,241,1,0,0,0,126,1,-1,0,2,0,0,0.716741656,0
management,married,tertiary,38,12855,1,0,0,0,417,1,-1,0,2,0,0,0.795937938,0
admin.,divorced,secondary,38,661,1,0,0,0,160,1,-1,0,2,0,0,0.57555603,0
management,single,tertiary,35,565,1,0,0,0,763,1,-1,0,2,1,0,0.52024072,0
admin.,divorced,secondary,48,132,1,0,0,0,171,1,-1,0,2,0,0,0.753058679,0
technician,married,secondary,48,0,0,0,1,0,682,1,-1,0,2,1,0,0.553698637,0
management,married,tertiary,34,362,1,0,0,0,38,3,-1,0,2,0,0,0.892414719,0
blue-collar,single,primary,32,315,1,0,0,0,61,2,-1,0,2,0,0,0.683540802,0
blue-collar,married,unknown,31,-13,1,0,1,0,176,4,-1,0,2,0,0,0.825197725,0
services,single,secondary,27,437,1,1,0,0,275,2,-1,0,2,0,0,0.647576153,0
blue-collar,divorced,secondary,54,154,1,0,0,0,197,12,-1,0,2,0,0,0.701140756,0
technician,married,secondary,45,3601,1,0,0,0,536,2,-1,0,2,0,0,0.568115276,0
management,single,tertiary,35,644,1,0,0,0,120,2,-1,0,2,0,0,0.838801422,0
blue-collar,married,primary,36,243,1,1,0,0,118,2,-1,0,2,0,0,0.87861148,0
blue-collar,divorced,secondary,39,160,1,0,0,0,151,2,-1,0,2,0,0,0.907691264,0
admin.,married,secondary,32,1974,1,0,0,0,104,3,-1,0,2,0,0,0.888184213,0
technician,single,tertiary,39,4660,0,0,0,0,53,2,-1,0,2,0,0,0.885820367,0
blue-collar,married,primary,52,2144,1,0,0,0,60,1,-1,0,2,0,0,0.910508106,0
management,married,secondary,51,2632,0,0,0,0,137,1,-1,0,2,0,0,0.743528279,0
unemployed,single,tertiary,36,577,1,0,0,0,155,1,-1,0,2,0,0,0.832997807,0
technician,married,primary,49,2343,1,0,0,0,129,2,-1,0,2,0,0,0.634139245,0
entrepreneur,married,primary,41,740,1,0,0,0,134,3,-1,0,2,0,0,0.816457307,0
blue-collar,married,secondary,41,438,1,0,0,0,129,3,-1,0,2,0,0,0.700709828,0
services,married,secondary,41,96,1,0,0,0,136,2,-1,0,2,0,0,0.581188684,0
management,married,tertiary,51,0,1,0,0,0,151,1,-1,0,2,0,0,0.589569437,0
blue-collar,married,secondary,32,419,1,0,0,0,56,2,-1,0,2,0,0,0.703272634,0
technician,single,tertiary,35,391,1,0,0,0,47,8,-1,0,2,0,0,0.980148482,0
blue-collar,single,primary,28,-232,1,0,0,0,557,2,-1,0,2,0,0,0.735449905,0
blue-collar,married,secondary,32,883,1,1,0,0,59,1,-1,0,2,0,0,0.588205533,0
technician,married,secondary,37,5115,1,0,0,0,45,4,-1,0,2,0,0,0.96446007,0
technician,divorced,secondary,35,5724,1,0,0,0,691,10,-1,0,2,1,0,0.76755271,0
blue-collar,married,secondary,45,159,1,1,0,0,251,2,-1,0,2,0,0,0.664460689,0
technician,single,secondary,24,278,1,0,0,0,111,1,-1,0,2,0,0,0.697038581,0
admin.,married,secondary,43,25741,1,0,0,0,464,2,-1,0,2,0,0,0.757495909,0
blue-collar,married,primary,42,188,1,0,0,0,53,5,-1,0,2,0,0,0.739263651,0
management,divorced,tertiary,32,1589,1,0,0,0,422,9,-1,0,2,0,0,0.615454056,0
services,divorced,secondary,29,590,1,0,0,0,76,2,-1,0,2,0,0,0.73311416,0
self-employed,single,tertiary,29,579,0,0,0,0,296,2,-1,0,2,0,0,0.676941655,0
management,married,tertiary,39,564,1,0,0,0,136,2,-1,0,2,0,0,0.861646711,0
management,single,tertiary,43,690,1,0,0,0,58,1,-1,0,2,0,0,0.743461894,0
management,married,tertiary,52,1065,1,1,0,0,159,1,-1,0,2,0,0,0.657650984,0
admin.,divorced,secondary,42,435,1,0,0,0,148,1,-1,0,2,0,0,0.932522541,0
self-employed,married,secondary,54,12159,1,0,0,0,183,2,-1,0,2,0,0,0.972759526,0
management,single,tertiary,28,0,1,0,0,0,224,4,-1,0,2,0,0,0.880452894,0
technician,single,secondary,36,4136,1,0,0,0,812,3,-1,0,2,1,0,0.703884012,0
technician,divorced,secondary,31,342,1,0,0,0,34,2,-1,0,2,0,0,0.643017426,0
services,married,primary,41,373,1,0,0,0,240,2,-1,0,2,0,0,0.675347894,0
technician,married,secondary,37,1120,1,0,0,0,103,5,-1,0,2,0,0,0.765545941,0
technician,married,secondary,37,-403,1,0,0,0,31,6,-1,0,2,0,0,0.938324144,0
retired,married,primary,51,752,1,0,0,0,214,2,-1,0,2,0,0,0.70926495,0
services,married,secondary,53,2719,1,0,0,0,80,2,-1,0,2,0,0,0.566844321,0
blue-collar,divorced,primary,53,2656,1,0,0,0,1980,2,-1,0,2,1,0,0.74230286,0
management,single,tertiary,36,2806,1,0,0,0,358,4,-1,0,2,0,0,0.592293388,0
admin.,married,secondary,36,1954,1,1,0,0,199,3,-1,0,2,0,0,0.662057126,0
management,divorced,secondary,41,2666,1,0,0,0,170,2,-1,0,2,0,0,0.849284376,0
blue-collar,married,primary,38,580,1,0,0,0,572,6,-1,0,2,0,0,0.537405631,0
blue-collar,married,secondary,36,429,1,0,0,0,140,2,-1,0,2,0,0,0.826205147,0
technician,single,secondary,27,430,1,1,0,0,78,3,-1,0,2,0,0,0.956551427,0
admin.,married,secondary,55,420,1,0,0,0,41,3,-1,0,2,0,0,0.597052989,0
blue-collar,married,primary,44,314,1,0,0,0,742,2,-1,0,2,0,0,0.953204528,0
admin.,single,secondary,50,692,1,0,0,0,136,8,-1,0,2,0,0,0.829287879,0
technician,divorced,secondary,36,1285,0,0,0,0,230,2,-1,0,2,0,0,0.879952295,0
blue-collar,married,primary,35,2708,1,0,0,0,178,2,-1,0,2,0,0,0.769323621,0
self-employed,married,secondary,50,-465,1,0,0,0,42,11,-1,0,2,0,0,0.758053152,0
admin.,married,secondary,41,8238,1,1,0,0,124,4,-1,0,2,0,0,0.826106903,0
technician,married,secondary,55,0,1,0,0,0,119,2,-1,0,2,0,0,0.50964066,0
services,married,secondary,27,271,1,0,0,0,130,2,-1,0,2,0,0,0.604953752,0
admin.,married,secondary,40,1538,1,0,0,0,390,2,-1,0,2,0,0,0.885368307,0
management,married,primary,40,472,1,0,0,0,85,2,-1,0,2,0,0,0.506234171,0
blue-collar,married,secondary,36,0,1,0,0,0,54,4,-1,0,2,0,0,0.786713336,0
blue-collar,married,primary,40,3693,1,0,0,0,57,10,-1,0,2,0,0,0.690161497,0
blue-collar,married,secondary,32,501,1,1,0,0,43,5,-1,0,2,0,0,0.501027022,0
technician,single,secondary,31,1771,1,0,0,0,81,2,-1,0,2,0,0,0.555444632,0
technician,single,secondary,38,-143,1,0,0,0,428,7,-1,0,2,0,0,0.647651921,0
self-employed,married,secondary,37,2260,1,0,0,0,370,3,-1,0,2,0,0,0.938924376,0
management,married,tertiary,40,211,1,0,0,0,137,3,-1,0,2,0,0,0.957993435,0
blue-collar,married,primary,35,3587,1,0,0,0,148,4,-1,0,2,0,0,0.918791127,0
self-employed,married,secondary,32,1942,1,0,0,0,84,9,-1,0,2,0,0,0.966597616,0
blue-collar,married,secondary,31,1533,1,0,0,0,29,4,-1,0,2,0,0,0.52579059,0
blue-collar,single,secondary,22,-189,1,0,0,0,59,3,-1,0,2,0,0,0.501839203,0
technician,divorced,secondary,52,137,1,0,0,0,84,3,-1,0,2,0,0,0.788586687,0
management,married,tertiary,48,7867,1,1,0,0,306,3,-1,0,2,0,0,0.519518511,0
blue-collar,married,secondary,39,123,1,0,0,0,81,3,-1,0,2,0,0,0.8509502,0
blue-collar,married,primary,51,610,1,1,0,0,436,3,-1,0,2,0,0,0.946703376,0
blue-collar,married,primary,47,1092,0,1,0,0,41,8,-1,0,2,0,0,0.605389797,0
blue-collar,married,primary,41,0,1,0,0,0,232,3,-1,0,2,0,0,0.904616506,0
blue-collar,married,secondary,53,1103,1,1,0,0,163,4,-1,0,2,0,0,0.605887808,0
technician,single,secondary,37,2544,1,0,0,0,120,3,-1,0,2,0,0,0.663190364,0
blue-collar,married,secondary,54,5210,1,1,0,0,123,4,-1,0,2,0,0,0.970916905,0
blue-collar,married,primary,56,186,1,0,0,0,108,4,-1,0,2,0,0,0.831849072,0
management,married,tertiary,50,332,1,0,0,0,68,4,-1,0,2,0,0,0.752226155,0
admin.,single,tertiary,42,519,1,0,0,0,150,3,-1,0,2,0,0,0.748168005,0
services,married,primary,48,-583,1,0,1,0,25,7,-1,0,2,0,0,0.570980679,0
technician,married,secondary,29,1097,1,0,0,0,90,3,-1,0,2,0,0,0.924291581,0
blue-collar,married,primary,37,89,1,0,0,0,51,4,-1,0,2,0,0,0.681151703,0
technician,single,tertiary,31,-167,1,0,0,0,41,5,-1,0,2,0,0,0.523415867,0
