name,username,tweetid,time,tweets
Maghrebi,MaghrebiQM,2521,1/31/2016 19:25,RT @kesisygegum: Begging the US to help the Syrian ppl is like begging them to liberate #Palastine from the zionists 
Maghrebi,MaghrebiQM,2522,1/31/2016 19:25,"RT @kesisygegum: The US supported Arab dictators from the beginning of time, why would it change its policy now? Bc Assad slaughters his pp… "
Maghrebi,MaghrebiQM,2523,1/31/2016 19:25,RT @kesisygegum: Arab TV is full of anti-Israel rhetoric to fool the masses but their armies are strictly designed to oppress & kill their … 
Maghrebi,MaghrebiQM,2524,1/31/2016 19:26,RT @kesisygegum: The reason why dictators in the Middle East are so loved by #Israel & the US is bc they're more Zionistic than #Israel its… 
Maghrebi,MaghrebiQM,2525,1/31/2016 19:27,"RT @Qarass_news: Vérité : C'est la #France qui a déclaré la guerre à l'#EI, pas l'inverse comme le font croire #médias et #politiques https… "
Marwan Qassami,QassamiMarwan,2526,1/31/2016 19:27,Madkhalis in #Mosul since two years: #Iraq https://twitter.com/account/suspended 
Maghrebi,MaghrebiQM,2527,1/31/2016 19:30,Assad representative Jaafari in Geneva makes fun of the Quran https://twitter.com/account/suspended 
Maghrebi,MaghrebiQM,2528,1/31/2016 19:31,"Translation: ""Learn like it was Fatiha in Quran: Negotiations are without pre-conditions without foreign meddling, sadaq Allah al-'Adim"" "
Marwan Qassami,QassamiMarwan,2529,1/31/2016 19:45,RT @NorthernStork: IRGC linked shia militias are now equipped with Russian T90 & American Humvees fighting for #Assad in south #Aleppo. htt… 
أبو أسامة الصومالي,CXaafada2,2530,1/31/2016 19:48,Ethiopians & Somalis walk miles and risk jail making tahriib to Europe/Saudi in search for a better life & u don't want to make Hijrah 
Rami,RamiAlLolah,2531,1/31/2016 19:50,2 #ISIS successive attacks on #Saudi & #Iran-backed militias in #Damascus; but Dabiq 13 gave you a heads up #Syria https://t.co/jlCFaMVwdL 
War BreakingNews,warrnews,2532,1/31/2016 20:02,RT @haaretzcom: Trump and Cruz temper expectations ahead of unpredictable Iowa vote http://www.haaretz.com/world-news/u-s-election-2016/1.700649?utm_source=dlvr.it&utm_medium=twitter https://twitter.com/haaretzcom/status/693886769050169344/photo/1 
War BreakingNews,warrnews,2533,1/31/2016 20:02,RT @TimesofIsrael: Netanyahu threatens to eclipse 2014 war to destroy Gaza tunnels http://www.timesofisrael.com/netanyahu-threatens-to-eclipse-2014-war-to-destroy-gaza-tunnels/?utm_source=dlvr.it&utm_medium=twitter 
War BreakingNews,warrnews,2534,1/31/2016 20:02,RT @MiddleEastEye: ISIS and al-Qaeda are just a reflection of the failure of Arab regimes http://www.middleeasteye.net/columns/viewing-yemen-and-syria-anti-terror-prism-1764246475 https://twitter.com/MiddleEastEye/status/693886914789777408/photo/1 
Obi-Wan Al Coconuty,Uncle_SamCoco,2535,1/31/2016 20:04,Meanwhile Kurds of PKK and YPG are fighting and protecting Assad in the north of Syria. https://twitter.com/weddady/status/693847855505772544 
Ansar al-Khilafah,ansarakhilafa,2536,1/31/2016 20:06,"#KhilafahNews #IS ""Daily Khilafah Report"" for Your Daily Islamic State Compiled News https://justpaste.it/KhilafahNews https://twitter.com/account/suspended "
Rami,RamiAlLolah,2537,1/31/2016 20:14,For me; the Kurds should stuff a suppository in their assholes and not only Panadol pills.. #Syria #TwitterKurds 
Obi-Wan Al Coconuty,Uncle_SamCoco,2538,1/31/2016 20:15,@Lies_Breaker je pense pas que sa soit utile avec la technologie aujourd’hui et dans espace aussi reclus face à Israel 
Obi-Wan Al Coconuty,Uncle_SamCoco,2539,1/31/2016 20:16,@Lies_Breaker mais néanmoins on peut noter leur avancée en matière d'armement beaucoup mieux que 21 autres pays arabes. 
Marwan Qassami,QassamiMarwan,2540,1/31/2016 20:16,@BrunFree @_DavidThomson @RomainCaillet vous formez une belle triplette de misogyne excusant et justifiant le terrorisme de daesh. 
Obi-Wan Al Coconuty,Uncle_SamCoco,2541,1/31/2016 20:21,@_DavidThomson @RomainCaillet ahhahahahahhahahhahahahhahahahahah https://twitter.com/Uncle_SamCoco/status/693891834062438400/photo/1 
Marwan Qassami,QassamiMarwan,2542,1/31/2016 20:21,@7_Tahona @Floks_31 @Support @CtrlSec can you in tag me? Several members of my family killed by ISIS ! Please do your job properly! 
War BreakingNews,warrnews,2543,1/31/2016 20:26,(#Gaza war Archive) #ISIS and #Alqassam brigades shell #Israel from #Gaza with home-made rockets. https://www.facebook.com/unsupportedbrowser 
Rami,RamiAlLolah,2544,1/31/2016 20:26,A Shakespeare drama: Abu Humam Buwaidani / Abu Yahia al-Hamawi / Abu Mohammad Julani fight #ISIS under command of Suheil al-Hassan..! #Syria 
War BreakingNews,warrnews,2545,1/31/2016 20:28,"Nizar Rayan killed on 1 January 2009 was a top Hamas leader. Also a professor of Islamic law, he became a top... https://www.facebook.com/unsupportedbrowser "
Marwan Qassami,QassamiMarwan,2546,1/31/2016 20:30,@7_Tahona @Floks_31 @Support @CtrlSec blocked you daesh supporter! I will report you! You're helping terrorism with your mistakes! 
Marwan Qassami,QassamiMarwan,2547,1/31/2016 20:33,"Awkward, I'm sitting on my bed eating chips https://twitter.com/account/suspended "
Rami,RamiAlLolah,2548,1/31/2016 20:37,@adnanhobalah @leithfadel ولك عدنان الكلب شو شايف طولان ديلك ولاك؟ مابيكفي ليث المسكين صابه الايدز من ورا بخشك يا قحبة.. @Ahmadmuaffaq 
Marwan Qassami,QassamiMarwan,2549,1/31/2016 20:39,"So hard to get married these days, and Zina is so easy. Unless you're ugly, like me. "
Rami,RamiAlLolah,2550,1/31/2016 20:41,@adnanhobalah @leithfadel له يا عدنان الكلب له.. المهم دير بالك علي ليث متل ماكان داير باله علي امك بغيابك ترا الايدز صعب.. @Ahmadmuaffaq 
War BreakingNews,warrnews,2551,1/31/2016 20:42,He was one of the biggest Hamas commanders and one of the biggest schoolars After Ahmad Yassim in #Gaza (Hamas... https://www.facebook.com/unsupportedbrowser 
War BreakingNews,warrnews,2552,1/31/2016 20:43,RT @AEJKhalil: Doctors try to save a child victim of #Russia airstrikes on #alSaleheen #aleppo #syria jan 31 https://twitter.com/AEJKhalil/status/693897440743800833/video/1 
Obi-Wan Al Coconuty,Uncle_SamCoco,2553,1/31/2016 20:45,@el_e93 c'est juste pour parader est frimer + sa ne vas en rien les aider Israel à la tech pour neutraliser des chars 
Obi-Wan Al Coconuty,Uncle_SamCoco,2554,1/31/2016 20:47,RT @Mudar_Zahran: #Jordan's @QueenRania lying live on @FoxNews; 600K Syrian refugees are in 1 major camp in Jordan; she claims 90% are not … 
Obi-Wan Al Coconuty,Uncle_SamCoco,2555,1/31/2016 20:49,"@el_e93 si ils peuvent cacher leur cadres militaire et Abu Obeida, ils peuvent largement cacher un tank "
Obi-Wan Al Coconuty,Uncle_SamCoco,2556,1/31/2016 20:50,@el_e93 à voir si c'est un vrai tank on un brica broc pour ambiancé les gens 
Abu Naseeha,AbuNaseeha_03,2557,1/31/2016 20:51,"RT @FlashpointIntel: Heard on #DeepWeb #DarkWeb: Admin of anti-#ISIS online #hacker group went ""afk to fight ISIS in real life"" and became … "
Obi-Wan Al Coconuty,Uncle_SamCoco,2558,1/31/2016 20:51,@abuOmar971 My theory : this is only to bring mroe young in their ranks to be prepare for the next war 
Obi-Wan Al Coconuty,Uncle_SamCoco,2559,1/31/2016 20:52,@el_e93 je pense plus qu'il s'agit d'attirer les jeunes dans leur rangs pour se préparer à la prochaine guerre https://twitter.com/Uncle_SamCoco/status/693899791277907968/photo/1 
Abu Naseeha,AbuNaseeha_03,2560,1/31/2016 20:53,@MaghrebiQM may Allah curse him and destroy him 
Abu Naseeha,AbuNaseeha_03,2561,1/31/2016 20:53,RT @Nidalgazaui: #After #Russia bombed yesterday a refugee camp in #Lataika they decided today to bomb COW's in #Aleppo https://t.co/UJ3ABX… 
Obi-Wan Al Coconuty,Uncle_SamCoco,2562,1/31/2016 20:53,@abuOmar971 I think people are nwo feed up because they see nothing has been done and no one is helping them . 
Rami,RamiAlLolah,2563,1/31/2016 20:54,Reports suggest #ISIS has blown up #Furqlus Gas pipelines.. #Homs #Syria 
Maghrebi,MaghrebiQM,2564,1/31/2016 20:55,RT @Saeed_alHalabi1: Unconfirmend reports that some high Jund al-Aqsa members have left it's ranks after internal disagreements. No details… 
Maghrebi,MaghrebiQM,2565,1/31/2016 20:59,"@BrunFree J'ai arrêté de la suivre. Je pensais que ce serait intéressant, résultat: gamine immature. @_DavidThomson @RomainCaillet "
Abu Humayra,abuhumayra4,2566,1/31/2016 21:02,RT @n_54977621: What is the timeline without Colonel Shami and End of times dreams ? Without Sfaxian and Mu'awiya ? 
Abu Humayra,abuhumayra4,2567,1/31/2016 21:04,RT @BosnianWitnes15: I am back in 60 seconds! 😀 https://twitter.com/account/suspended 
Obi-Wan Al Coconuty,Uncle_SamCoco,2568,1/31/2016 21:16,"@Russ_Warrior @skbskh Meanwhile the rest of syrian women are under airstrike of Assad , Russia and USA . "
Marwan Qassami,QassamiMarwan,2569,1/31/2016 21:17,"RT @pieternanninga: More and more #IS videos on results bombings, this time from Mosul: ""perseverance Muslims despite crusader bombings"" ht… "
Marwan Qassami,QassamiMarwan,2570,1/31/2016 21:17,@whoamidude #Aden 
Marwan Qassami,QassamiMarwan,2571,1/31/2016 21:19,So called anti IS Twitter user «Jazrawi Cuscus» is reporting about ISIS organization «progresses» in #Deirezzur: https://twitter.com/account/suspended 
Marwan Qassami,QassamiMarwan,2572,1/31/2016 21:23,«Couscous» refers to a North African dish not popular in the Arabian peninsula: https://twitter.com/account/suspended 
Maghrabi Arabie,MaghrabiArabi,2573,1/31/2016 21:29,@QassamiMarwan And this one https://twitter.com/MaghrabiArabi/status/693909062367473664/photo/1 
Marwan Qassami,QassamiMarwan,2574,1/31/2016 21:30,@MaghrabiArabi isn't this Moroccan tajine? 
Maghrabi Arabie,MaghrabiArabi,2575,1/31/2016 21:31,@QassamiMarwan Yup akhi 
Marwan Qassami,QassamiMarwan,2576,1/31/2016 21:33,@Madfac_RBG https://twitter.com/account/suspended 
Maghrabi Arabie,MaghrabiArabi,2577,1/31/2016 21:38,@QassamiMarwan Better stay uqly this dayz 
Maghrebi,MaghrebiQM,2578,1/31/2016 21:43,Erem News: #Algeria has refused to let a Western Coalition use its airspace to strike the Islamic State in #Libya http://www.eremnews.com/news/arab-word/424720 
Rami,RamiAlLolah,2579,1/31/2016 21:50,RT @KeNt_977: لو وضعنا روحاني في الخلاط مع محمد جواد ظريف، وقليلا من قاسم سليماني فستكون النتيجه جون كيري! 
War BreakingNews,warrnews,2580,1/31/2016 22:42,RT @Nidalgazaui: Reports that shiite militants killed a number of #Saudi soldiers today near #Saudi-#Iraqi border 
War BreakingNews,warrnews,2581,1/31/2016 22:46,RT @Nidalgazaui: #Shiite militants killed a number of #Saudi soldiers near Saudi #Iraqi border in an assault on #Saudi army positions https… 
Obi-Wan Al Coconuty,Uncle_SamCoco,2582,1/31/2016 22:47,"@68tardPourTous ""soulèvement militaire"" ? les premières manifestation étaient hyper pacifique. "
Marwan Qassami,QassamiMarwan,2583,1/31/2016 22:47,RT @wayf44rer_: #Homs : Reports #IS blew up the gas pipe line of Furqlus gas company 
Marwan Qassami,QassamiMarwan,2584,1/31/2016 22:49,RT @AbdugheniSabit: Prison in 1940 yrs. In 1941 yrs Nationalist Chinese (Taiwan) hanged Sheikh Thabit / ثابت (RH ) May Allah accept him htt… 
Obi-Wan Al Coconuty,Uncle_SamCoco,2585,1/31/2016 22:50,"@68tardPourTous non vous avez suivi l'histoire du coté des pro-Assad, pour avoir une vision correct il faut voir de tout les coté "
Obi-Wan Al Coconuty,Uncle_SamCoco,2586,1/31/2016 22:51,"@68tardPourTous argument du incroyable faiblesse, il y a eu d'abord un grand nombre de désertion parmi l'AAS "
Obi-Wan Al Coconuty,Uncle_SamCoco,2587,1/31/2016 22:51,@68tardPourTous ce qui est logique comment un sunnite pourrais t-il tirer sur un autre sunnite pour réprimé alors qu'ils sont pacifiques ? 
Maghrebi,MaghrebiQM,2588,1/31/2016 22:52,1010 SAA fighters + 1240 Iraqi militiamen killed in January (unofficial source) + vehicles destroyed/captured&spoils https://twitter.com/account/suspended 
Obi-Wan Al Coconuty,Uncle_SamCoco,2589,1/31/2016 22:54,"@68tardPourTous non personne n'est manipulé, le moyen-orient est une région compliqué qui ne se comprend pas avec une lecture de 2 articles "
Marwan Qassami,QassamiMarwan,2590,1/31/2016 22:54,RT @MaghrebiQM: 1010 SAA fighters + 1240 Iraqi militiamen killed in January (unofficial source) + vehicles destroyed/captured&spoils https:… 
Obi-Wan Al Coconuty,Uncle_SamCoco,2591,1/31/2016 22:55,"@68tardPourTous dans la grande majorité des pays arabo-musulman ,la masse est écrasé par la dictature et pauvreté, ces révoltes sont logique "
Obi-Wan Al Coconuty,Uncle_SamCoco,2592,1/31/2016 22:58,"@68tardPourTous J'emmerde l’Amérique , le roi d'Arabie saoudite , Poutine et tous les tyrans arabes . "
Obi-Wan Al Coconuty,Uncle_SamCoco,2593,1/31/2016 22:59,"@68tardPourTous pour vous etre contre bachar c'est être pro-USA, cela prouve que vous n'avez strictement rien compris à la situation "
Obi-Wan Al Coconuty,Uncle_SamCoco,2594,1/31/2016 23:00,@Fiefienix @68tardPourTous oui bah sur le coup je suis assez déçu mais bon il faut bien des avis différent dans la vie 
Obi-Wan Al Coconuty,Uncle_SamCoco,2595,1/31/2016 23:00,@68tardPourTous c'est un compte parodique et même cela vous ne l'avez pas compris. Pourtant mes tweet son révélateur 
Obi-Wan Al Coconuty,Uncle_SamCoco,2596,1/31/2016 23:02,@68tardPourTous un exemple de tweet qui montre mon opposition aux USA .... https://twitter.com/Uncle_SamCoco/status/693193246512672768 
Maghrebi,MaghrebiQM,2597,1/31/2016 23:02,"These statistics have been compiled the Muata Agency, all of these casualties have been caused by IS "
Obi-Wan Al Coconuty,Uncle_SamCoco,2598,1/31/2016 23:02,@Milouse14 @Akhistocrate @el_e93 non sunnites mais on va dire qu'ils sont plutot islamo-nationaliste 
Obi-Wan Al Coconuty,Uncle_SamCoco,2599,1/31/2016 23:04,"@68tardPourTous bref, mieux vaut se séparer en de bon terme. "
Obi-Wan Al Coconuty,Uncle_SamCoco,2600,1/31/2016 23:06,"RT @OrientNewsEn: #Europol : more than 10,000 #refugee children are missing http://orient-news.net/en/news_show/101439/0/Europol-more-than-refugee-children-are-missing #Orient https://twitter.com/OrientNewsEn/status/693871547900137472/photo/1 "
Rami,RamiAlLolah,2601,1/31/2016 23:26,@Syrianvictims امو مؤكد ، اختو ما بعرف هيك قالت رويترز.. @adnanhobalah @leithfadel @Ahmadmuaffaq 
Rami,RamiAlLolah,2602,1/31/2016 23:29,MWAHAHAHAHAHAHAHA.. I am dying here.. #ISIS #Saudi https://twitter.com/BeyondTheLevant/status/693936997099003904 
Rami,RamiAlLolah,2603,1/31/2016 23:32,@MastaKace Farts news.. 
Rami,RamiAlLolah,2604,1/31/2016 23:32,@TheRealBTL Farts news.. 
الولاء البراء,Alwala_bara,2605,1/31/2016 23:33,Plse follow & share 🔰🔰🔰🔰🔰🔰🔰🔰 @BosnianWitnes15 @Abu_Laptop47 
Rami,RamiAlLolah,2606,1/31/2016 23:36,He deserves the support.. https://twitter.com/BeyondTheLevant/status/693859440932556805 
الولاء البراء,Alwala_bara,2607,1/31/2016 23:43,@Kashmiri6666 in shariah class I was taught that it's haram cos it resembles kuffar. Nose ring is what Hindu women wear. 
الولاء البراء,Alwala_bara,2608,1/31/2016 23:47,RT @Labaykallahumma: It is better to have no friends than to be surrounded with those who don't fear Allah 
Maghrebi,MaghrebiQM,2609,2/1/2016 0:00,@ScotMikey1111 Have you seen this? https://twitter.com/abuabbas5/status/693762886632620032 
Maghrebi,MaghrebiQM,2610,2/1/2016 0:09,RT @crcmlibya: 1000 British troops set to tackle Isis threat in Libya - The Times (subscription) http://www.thetimes.co.uk/tto/news/uk/defence/article4679446.ece 
Maghrebi,MaghrebiQM,2611,2/1/2016 0:15,@HKX07 Jaish al-Islam wants democracy. 
Abu Naseeha,AbuNaseeha_03,2612,2/1/2016 1:18,RT @IraqSurveys: Why is US hitting the civilian grain storage ?? U want to starve sunnis after u destroyed thier cities? https://t.co/SqMh1… 
Abu Naseeha,AbuNaseeha_03,2613,2/1/2016 1:18,RT @IraqSurveys: Why is the US targeting civilian infrastructure in Mosul ?? https://twitter.com/IraqSurveys/status/693947337320873986/photo/1 
Abu Naseeha,AbuNaseeha_03,2614,2/1/2016 1:19,RT @IraqSurveys: Why is US killing civilians in Mosul u r no different than Iran militias u support & give air cover 2 destroy sunnis https… 
Abu Naseeha,AbuNaseeha_03,2615,2/1/2016 1:19,RT @IraqSurveys: US bombing civilians not ISIS yet life goes on Sunnis dont need this fake US fiasco they call democracy its a farce https:… 
Maghrebi,MaghrebiQM,2616,2/1/2016 1:31,RT @IraqSurveys: Why is the US bombing bridges ??? These r civil infrastructure u r criminals exactly what u did in 1991 https://t.co/zsqXF… 
الولاء البراء,Alwala_bara,2617,2/1/2016 1:31,@Abu_Laptop47 @BosnianWitnes15 wa iyyak 
الولاء البراء,Alwala_bara,2618,2/1/2016 1:32,@Kashmiri6666 no haram! 
Abu Naseeha,AbuNaseeha_03,2619,2/1/2016 1:33,"RT @ScotMikey1111: #ISIS says the special op in S. Zainab, came in response to #RuAF and #SyAAF bombing of civilians elsewhere. "
Abu Naseeha,AbuNaseeha_03,2620,2/1/2016 1:33,"RT @MaghrebiQM: These statistics have been compiled the Muata Agency, all of these casualties have been caused by IS "
الولاء البراء,Alwala_bara,2621,2/1/2016 1:33,RT @Abu_Laptop47: 👉🏾👉🏾 @OzWitness56 👈🏾👈🏾 Follow my Ahki 
Abu Naseeha,AbuNaseeha_03,2622,2/1/2016 1:34,RT @wayf44rer_: #Sinai : Army recruit Farid Abu al-Futouh was killed today by an IED near Karam al-Qawdis south of Sheikh Zuwaid https://t.… 
الولاء البراء,Alwala_bara,2623,2/1/2016 1:35,RT @Abu_Laptop47: You're kidding yourself if you expect me to forget this. https://twitter.com/account/suspended 
Abu Naseeha,AbuNaseeha_03,2624,2/1/2016 1:35,"RT @wayf44rer_: #Homs : More than 30 Russian airstrikes targeted #Palmyra today, nearly 10 civilians wounded, no one killed "
الولاء البراء,Alwala_bara,2625,2/1/2016 1:36,@Abu_Laptop47 inna ilayhi wa inna ilayhi raji'un 😢 
الولاء البراء,Alwala_bara,2626,2/1/2016 1:41,"Ya ALLAH 😢 😢 While we fight one another, our brothers & sisters are dying https://twitter.com/AEJKhalil/status/693795478627074048 "
الولاء البراء,Alwala_bara,2627,2/1/2016 1:47,"It's winter & these refugees R already freezing, assads pigs bomb them & destroy what little they have left😢 https://twitter.com/Malikejder47/status/693909731845472256 "
Abu Naseeha,AbuNaseeha_03,2628,2/1/2016 1:47,RT @electrospaces: Canada stops sharing data with Five Eyes partners until it can fully prevent domestic metadata being shared: https://t.c… 
Abu Naseeha,AbuNaseeha_03,2629,2/1/2016 1:49,RT @mkmjnnj: #أخبار_الخلافة #ولاية_نينوى #إصدارات_الخلافة مرئي: ثبات المسلمين رغم قصف الصليبيين https://t.co/392603jPJC https://t.co/hI7… 
الولاء البراء,Alwala_bara,2630,2/1/2016 1:58,RT @Abu_Laptop47: Muslims remember there is no outcry for the Muslims being killed by the Buddhist. https://twitter.com/account/suspended 
الولاء البراء,Alwala_bara,2631,2/1/2016 2:05,"RASOUL ﷺ was asked: "" In Islam what is the best?"" ""To feed people & to say salam to everyone whether you know them or not."" {Bukhari } "
الولاء البراء,Alwala_bara,2632,2/1/2016 2:12,Easy hasanat ☝ 🎋🎋🎋🎋🎋🎋🎋🎋🎋 As salam alaykum = 10 ☺ As salam alaykum Wa Rahmatulah =20 😊😊 Assalamu Alakum Wa Rahmatulah Wa Barakatuh =30 😊😊😊 
الولاء البراء,Alwala_bara,2633,2/1/2016 2:20,Follow our brothers back again from suspension ✴ ✴ ✴ @Abu189Haleema @OzWitness56 
Mohamed Naseem,NaseemAhmed50,2634,2/1/2016 4:20,U.S. Attacks Islamic State forces in Afghanistan while the Taliban were fighing them. https://myaccount.nytimes.com/auth/login?URI=http://www.nytimes.com/2016/02/01/us/politics/us-broadens-fight-against-isis-with-attacks-in-afghanistan.html?smid=tw-share&_r=5&REFUSE_COOKIE_ERROR=SHOW_ERROR 
General,ismailmahsud,2635,2/1/2016 5:23,RT @khaama: Pakistan Taliban Still Deadly http://www.khaama.com/pakistan-taliban-still-deadly-4535 https://twitter.com/khaama/status/694004969360494592/photo/1 
abdlrhmn,abdlrhmn15,2636,2/1/2016 5:42,"RT @Alhamdhulillaah: ""I don't know of a deed closer to Allah, Exalted and Majestic, other than dutifulness to the mother."" - Ibn Abbas [Al-… "
Abu Humayra,abuhumayra4,2637,2/1/2016 5:58,@UmmTing https://islamqa.info/en/101272 
General,ismailmahsud,2638,2/1/2016 6:15,Speichar base has to face everyday #ISIS missiles. #سبابکر https://twitter.com/account/suspended 
General,ismailmahsud,2639,2/1/2016 6:19,Facts abt the Houthis Tochka ballistic missile attacks. #yemen #saudi #usa Unbelievable hidden destruction's tales https://twitter.com/account/suspended 
Abu khalid,darulhijrateyni,2640,2/1/2016 6:56,RT @Daudoo: #Algeria refuses Western Coalition use its airspace for strikes against #ISIS in #Libya http://www.eremnews.com/news/arab-word/424720 #IS https://t.c… 
Abu khalid,darulhijrateyni,2641,2/1/2016 7:02,"RT @JamalMOsman: #Ethiopia, a country that is notorious for its tight grip on media, controls who can and cannot report on the AU. https://… "
Abu khalid,darulhijrateyni,2642,2/1/2016 7:28,Jaishal islam who is invited as democratic opposition is telling us he want to form ''islamic state''! https://twitter.com/HKX07/status/693946444428869633 
Mohamed Naseem,NaseemAhmed50,2643,2/1/2016 8:14,"My week on Twitter: 5 Retweets, 869 Retweet Reach, 3 Favorited. How's your audience growing? via https://t.co/hJttq1Iwbb "
General,ismailmahsud,2644,2/1/2016 8:20,"What kind of Islam they gonna explore out there? Worse than beasts, ignorant scums https://twitter.com/ajenews/status/694070542379413505 "
Abu khalid,darulhijrateyni,2645,2/1/2016 8:49,RT @Conflicts: SYRIA: Death toll up to 70 from an ISIS bombing attack against a Shia shrine in Damascus : monitor https://t.co/aw1FdjLqj4 … 
Abu Humayra,abuhumayra4,2646,2/1/2016 9:01,"RT @ThoStranger: ""A man cannot have the love of Music and love of The Quran in the same ❤."" https://t.co/sOifOJ1otu "
Maghrabi Arabie,MaghrabiArabi,2647,2/1/2016 11:39,@kesisygegum @NasheedHunter Exactly 
Maghrabi Arabie,MaghrabiArabi,2648,2/1/2016 16:45,RT @MaghrebiQM: #BREAKING You can now follow 'Maghrebi Witness' on Telegram. Join & Share the link. https://telegram.me/maghrebiwitness https://t.co/… 
Rami,RamiAlLolah,2649,2/1/2016 17:51,#ISIS ground defenses have shot down a #France air-forces drone in western #Aleppo countryside.. #Syria 
Maghrabi Arabie,MaghrabiArabi,2650,2/1/2016 18:05,@ISISolizer I don't believe this 100% its not true. 
Rami,RamiAlLolah,2651,2/1/2016 18:08,The moment #ISIS blew up #Furqlus Gas pipeline yesterday night.. #Homs #Syria https://t.co/Q6z4ugIifj 
Rami,RamiAlLolah,2652,2/1/2016 18:22,"#Russia creating ""new Hitler"" in #Syria, Syrian opposition says "
Rami,RamiAlLolah,2653,2/1/2016 18:33,Imagine a Jew sits with Hitler & says: Hitler is war criminal & responsible for the holocaust but we'll continue negotiating with him #Syria 
Rami,RamiAlLolah,2654,2/1/2016 18:35,#ISIS claims they also shot down a #Lebanon air-force drone over west #Qalamoun a while ago.. #Syria 
Rami,RamiAlLolah,2655,2/1/2016 19:27,Experts claim what #ISIS shot down in western #Aleppo country side was a cruise missile & not a #France drone #Syria https://t.co/ui9w6h1945 
Rami,RamiAlLolah,2656,2/1/2016 19:40,#Baghdad Defense Official: #Russia|n Tupolev Tu-22 bombers have violated #Iraq|i airspace last Sunday after bombed #ISIS targets in #Syria.. 
Rami,RamiAlLolah,2657,2/1/2016 19:46,#Baghdad Defense Official: 3 #Russia|n fighting squadrons have violated #Iraq|i airspace several times & conducted reconnaissance missions.. 
Rami,RamiAlLolah,2658,2/1/2016 20:06,#Infographic #ISIS has harvested lives of 544 #Assad's militants in January 2016 only.. #Syria https://t.co/SiuF6Oygt8 
Rami,RamiAlLolah,2659,2/1/2016 20:11,#ISIS has transformed an armored BRDM into a VBIED that struck #Assad's army position in Duwa near #Homs #Syria https://t.co/gDYz8FxAJe 
Rami,RamiAlLolah,2660,2/1/2016 20:17,#BreakingNews #Aamaq #Turkey army has fired 100+ artillery shells on #ISIS positions in north #Aleppo countryside.. #Syria 
Rami,RamiAlLolah,2661,2/1/2016 20:53,When the western hypocrite countries like #USA & some European countries busy fabricate BS to kick #Syria|ns out.. https://twitter.com/DailyStarLeb/status/694253959364632576 
Rami,RamiAlLolah,2662,2/1/2016 21:25,Wreckage of #Lebanon army drone #ISIS claimed it shot it down over west #Qalamoun.. #Syria https://t.co/eFOVYguFUy 
Rami,RamiAlLolah,2663,2/1/2016 21:34,LOOOOOOOOOOOOL.. But #Pentagon seeks more billions to fund #USA endless wars in the Middle East.. https://twitter.com/pzf/status/694272091252727808 
Salahuddin Ayubi,mobi_ayubi,2664,2/1/2016 21:46,If pakistan can ban tableghis then what amazing in this https://twitter.com/timesofislambad/status/694182743429795840 
Salahuddin Ayubi,mobi_ayubi,2665,2/1/2016 21:46,RT @TimesofIslambad: JERUSALEM: Netanyahu rejects French warning on separate Palestinian state issue https://twitter.com/TimesofIslambad/status/694018683459497984/photo/1 
Rami,RamiAlLolah,2666,2/1/2016 21:47,#BreakingNews #ISIS shows the use of MANPADS in targeting #USA-led Coalition airplanes in #Kirkuk battles #Iraq https://t.co/AvOu1CUsvY 
Salahuddin Ayubi,mobi_ayubi,2667,2/1/2016 21:48,RT @osamahfakih: Explosions of weapon depots in Alhafa rocking the city due to #Saudi-led coalition airstrikes #Sanaa #Yemen 
Salahuddin Ayubi,mobi_ayubi,2668,2/1/2016 21:48,"RT @ShutGuantanamo: 86% of Guantanamo were innocents sold for $5,000 to the US; The US military offered large bounties for capture. #GitmOb… "
Salahuddin Ayubi,mobi_ayubi,2669,2/1/2016 21:49,RT @Nidalgazaui: #BREAKING Heavy clashes between #ISIS and #SAA near #DeirEzzor airbase. #IS launch attack from south Looks like they will… 
Salahuddin Ayubi,mobi_ayubi,2670,2/1/2016 21:49,RT @wayf44rer_: Amaq news agency confirmed that yesterday #IS blew up the gas pipe line of Furqlus gas company 
Salahuddin Ayubi,mobi_ayubi,2671,2/1/2016 21:49,RT @wayf44rer_: Coalition strikes today near al-Hawl 1 Deir ez-Zor 1 Manbij 3 Kirkuk 1 Mosul 3 al-Qayyarah 2 Sinjar 1 Ramadi 6 
Salahuddin Ayubi,mobi_ayubi,2672,2/1/2016 21:49,RT @wayf44rer_: Warplanes above rural Deir ez-Zor today https://twitter.com/account/suspended 
Salahuddin Ayubi,mobi_ayubi,2673,2/1/2016 21:50,"RT @alwasatengnews: #ISIS takes over the Al-Buerat village east of #Misrata, puts black banner on top of local mosque. #Libya https://t.co/… "
Salahuddin Ayubi,mobi_ayubi,2674,2/1/2016 21:50,RT @wayf44rer_: @NusantarWitness Turkey doesn't deny it actually. They did shell IS-controlled villages in north of Aleppo 
Salahuddin Ayubi,mobi_ayubi,2675,2/1/2016 21:51,RT @wayf44rer_: #Salahuddin : 2 Iraqi soldiers killed by a sniper near #Samarra barrage today 
Salahuddin Ayubi,mobi_ayubi,2676,2/1/2016 21:51,RT @wayf44rer_: #Anbar : A number of Iraqi soldiers were captured by #IS today and several vehicles taken in eastern #Ramadi 
