time,tweets,role
4/16/2018 8:04, RT @GOPChairwoman: Crumbs are still coming. #MAGA https://t.co/JFZL6czboZ [Twitter for iPhone] link,president
4/16/2018 7:52, RT @GOPChairwoman: We’re in a prime position to defend our majorities in 2018. Let’s defy history. #MAGA #LeadRight https://t.co/fo8g0pSjWQ [Twitter for iPhone] link,president
4/15/2018 9:44," Just hit 50% in the Rasmussen Poll, much higher than President Obama at same point. With all of the phony stories and Fake News, it’s hard to believe! Thank you America, we are doing Great Things. [Twitter for iPhone] link",president
4/15/2018 7:19," The Syrian raid was so perfectly carried out, with such precision, that the only way the Fake News Media could demean was by my use of the term “Mission Accomplished.” I knew they would seize on this but felt it is such a great Military term, it should be brought back. Use often! [Twitter for iPhone] link",president
4/12/2018 5:03," If I wanted to fire Robert Mueller in December, as reported by the Failing New York Times, I would have fired him. Just more Fake News from a biased newspaper! [Twitter for iPhone] link",president
4/12/2018 5:03," If I wanted to fire Robert Mueller in December, as reported by the Failing New York Times, I would have fired him. Just more Fake News from a biased newspaper! [Twitter for iPhone] link",president
4/11/2018 7:48, Big show tonight on @seanhannity! 9:00 P.M. on @FoxNews [Twitter for iPhone] link,president
4/11/2018 5:38," So much Fake News about what is going on in the White House. Very calm and calculated with a big focus on open and fair trade with China, the coming North Korea meeting and, of course, the vicious gas attack in Syria. Feels great to have Bolton & Larry K on board. I (we) are [Twitter for iPhone] link",president
4/11/2018 5:30," The Failing New York Times wrote another phony story. It was political pundit Doug Schoen, not a Ukrainian businessman, who asked me to do a short speech by phone (Skype), hosted by Doug, in Ukraine. I was very positive about Ukraine-another negative to the Fake Russia C story! [Twitter for iPhone] link",president
4/6/2018 9:46," Do you believe that the Fake News Media is pushing hard on a story that I am going to replace A.G. Jeff Sessions with EPA Chief Scott Pruitt, who is doing a great job but is TOTALLY under siege? Do people really believe this stuff? So much of the media is dishonest and corrupt! [Twitter for iPhone] link",president
4/6/2018 6:29," RT @realDonaldTrump: We are not in a trade war with China, that war was lost many years ago by the foolish, or incompetent, people who repr… [Twitter for iPhone] link",president
4/5/2018 8:10," The Fake News Washington Post, Amazon’s “chief lobbyist,” has another (of many) phony headlines, “Trump Defiant As China Adds Trade Penalties.” WRONG! Should read, “Trump Defiant as U.S. Adds Trade Penalties, Will End Barriers And Massive I.P. Theft.” Typically bad reporting! [Twitter for iPhone] link",president
4/5/2018 3:28, Thank you @WVGovernor Jim Justice. It was my great honor to be with the amazing people of West Virginia today! #MAGA https://t.co/IwPuQNadMM [Twitter for iPhone] link,president
4/4/2018 6:22," We are not in a trade war with China, that war was lost many years ago by the foolish, or incompetent, people who represented the U.S. Now we have a Trade Deficit of $500 Billion a year, with Intellectual Property Theft of another $300 Billion. We cannot let this continue! [Twitter for iPhone] link",president
4/3/2018 5:58," Check out the fact that you can’t get a job at ratings challenged @CNN unless you state that you are totally anti-Trump? Little Jeff Zuker, whose job is in jeopardy, is not having much fun lately. They should clean up and strengthen CNN and get back to honest reporting! [Twitter for iPhone]",president
4/3/2018 5:34," The Fake News Networks, those that knowingly have a sick and biased AGENDA, are worried about the competition and quality of Sinclair Broadcast. The “Fakers” at CNN, NBC, ABC & CBS have done so much dishonest reporting that they should only be allowed to get awards for fiction! [Twitter for iPhone] link",president
4/3/2018 5:34," The Fake News Networks, those that knowingly have a sick and biased AGENDA, are worried about the competition and quality of Sinclair Broadcast. The “Fakers” at CNN, NBC, ABC & CBS have done so much dishonest reporting that they should only be allowed to get awards for fiction! [Twitter for",president
4/2/2018 8:28," So funny to watch Fake News Networks, among the most dishonest groups of people I have ever dealt with, criticize Sinclair Broadcasting for being biased. Sinclair is far superior to CNN and even more Fake NBC, which is a total joke. [Twitter for iPhone] link",president
4/2/2018 8:28," So funny to watch Fake News Networks, among the most dishonest groups of people I have ever dealt with, criticize Sinclair Broadcasting for being biased. Sinclair is far superior to CNN and even more Fake NBC, which is a total joke. [Twitter for iPhone] link",president
3/31/2018 7:53, Governor Jerry “Moonbeam” Brown pardoned 5 criminal illegal aliens whose crimes include (1) Kidnapping and Robbery (2) Badly beating wife and threatening a crime with intent to terrorize (3) Dealing drug,president
3/26/2018 7:38," So much Fake News. Never been more voluminous or more inaccurate. But through it all, our country is doing great! [Twitter for iPhone] link",president
3/26/2018 3:29, Great news! #MAGA https://t.co/mRQGRJkozC [Twitter for iPhone] link,president
3/25/2018 10:26," .@HowieCarrShow just wrote a book which everyone is talking about. He was a great help. He is a veteran journalist who had a great influence in NH and beyond. He calls it the most amazing political campaign of modern times. The book is called, “What Really Happened.” Enjoy! #MAGA https://t.co/jYhjpoJKHe [Twitter for iPhone] link",president
3/25/2018 6:40," Many lawyers and top law firms want to represent me in the Russia case...don’t believe the Fake News narrative that it is hard to find a lawyer who wants to take this on. Fame & fortune will NEVER be turned down by a lawyer, though some are conflicted. Problem is that a new...... [Twitter for iPhone] link",president
3/22/2018 3:11, My honor Charlie - thank you! #MAGA https://t.co/ZbXFxNVMLP [Twitter for iPhone] link,president
3/21/2018 1:56," I called President Putin of Russia to congratulate him on his election victory (in past, Obama called him also). The Fake News Media is crazed because they wanted me to excoriate him. They are wrong! Getting along with Russia (and others) is a good thing, not a bad thing....... [Twitter for iPhone] link",president
3/19/2018 7:16, .@seanhannity on @foxandfriends now! Great! 8:18 A.M. [Twitter for iPhone] link,president
3/18/2018 7:02," Wow, watch Comey lie under oath to Senator G when asked “have you ever been an anonymous source...or known someone else to be an anonymous source...?” He said strongly “never, no.” He lied as shown clear",president
3/17/2018 12:34," The Fake News is beside themselves that McCabe was caught, called out and fired. How many hundreds of thousands of dollars was given to wife’s campaign by Crooked H friend, Terry M, who was also under investigation? How many lies? How many leaks? Comey knew it all, and much more! [Twitter for iPhone] link",president
3/15/2018 6:11," Larry Kudlow will be my Chief Economic Advisor as Director of the National Economic Council. Our Country will have many years of Great Economic & Financial Success, with low taxes, unparalleled innovation, fair trade and an ever expanding labor force leading the way! #MAGA [Twitter for iPhone] link",president
3/14/2018 4:20, Thank you for hosting! #MAGA https://t.co/9pHH60DVlX [Twitter for iPhone] link,president
3/11/2018 10:16," Rasmussen and others have my approval ratings at around 50%, which is higher than Obama, and yet the political pundits love saying my approval ratings are “somewhat low.” They know they are lying when they say it. Turn off the show - FAKE NEWS! [Twitter for iPhone] link",president
3/11/2018 9:02," The Republicans are 5-0 in recent Congressional races, a point which the Fake News Media continuously fails to mention. I backed and campaigned for all of the winners. They give me credit for one. Hopefully, Rick Saccone will be another big win on Tuesday. [Twitter for iPhone] link",president
3/11/2018 8:41," The Failing New York Times purposely wrote a false story stating that I am unhappy with my legal team on the Russia case and am going to add another lawyer to help out. Wrong. I am VERY happy with my lawyers, John Dowd, Ty Cobb and Jay Sekulow. They are doing a great job and..... [Twitter for iPhone] link",president
3/10/2018 6:56," Join me LIVE in Moon Township, Pennsylvania at 7:00pmE. Great crowd for a #MAGA rally! https://t.co/PYJNg0WGDL [Twitter for iPhone] link",president
3/9/2018 11:47," JOBS, JOBS, JOBS! #MAGA https://t.co/YAaqRcA7ZS [Twitter for iPhone] link",president
3/9/2018 3:35, Look forward to being in Pennsylvania tomorrow in support of Rick @Saccone4PA18. Big crowd expected in Moon Township. Vote Rick and see you there! #MAGA [Twitter for iPhone] link,president
3/8/2018 1:58, Great meeting with @Cabinet at the @WhiteHouse today! #MAGA https://t.co/InWj0QTosz [Twitter for iPhone] link,president
3/7/2018 6:40," From Bush 1 to present, our Country has lost more than 55,000 factories, 6,000,000 manufacturing jobs and accumulated Trade Deficits of more than 12 Trillion Dollars. Last year we had a Trade Deficit of almost 800 Billion Dollars. Bad Policies & Leadership. Must WIN again! #MAGA [Twitter for iPhone] link",president
3/7/2018 6:24," @MarkBurnettTV @RealRomaDowney From Bush 1 to present, our Country has lost more than 55,000 factories, 6,000,000 manufacturing jobs and accumulated Trade Deficits of more than 12 Trillion Dollars. Last year we had a Trade Deficit of almost 800 Billion Dollars. Bad policies & leadership. Must win again! #MAGA [Twitter for iPhone] link",president
3/6/2018 8:07, RT @EricTrump: Congratulations @FoxNews: Fox has 15 of the top 20 shows with @SeanHannity and @TuckerCarlson leading the pack at 1st and 2n… [Twitter for iPhone] link,president
3/6/2018 7:55," The new Fake News narrative is that there is CHAOS in the White House. Wrong! People will always come & go, and I want strong dialogue before making a final decision. I still have some people that I want to change (always seeking perfection). There is no Chaos, only great Energy! [Twitter for iPhone] link",president
3/4/2018 7:10," We are on the losing side of almost all trade deals. Our friends and enemies have taken advantage of the U.S. for many years. Our Steel and Aluminum industries are dead. Sorry, it’s time for a change! MAKE",president
3/1/2018 1:06," Unemployment filings are at their lowest level in over 48 years. Great news for workers and JOBS, JOBS, JOBS! #MAGA https://t.co/SzHTarzfrW [Twitter for iPhone] link",president
2/27/2018 7:28," “I’ve been skeptical about the collusion and obstruction claims for the last year. I just don’t see the evidence....in terms of the collusion, it’s all a bit implausible based on the evidence we have.” J",president
2/27/2018 1:11," I want to encourage all of my many Texas friends to vote in the primary for Governor Greg Abbott, Senator Ted Cruz, Lt. Gov. Dan Patrick, and Attorney General Ken Paxton. They are helping me to Make America Great Again! Vote early or on March 6th. [Twitter for iPhone] link",president
2/24/2018 10:56, RT @VollrathTammie: @realDonaldTrump @FoxNews https://t.co/sERi7Vyh5I [Twitter for iPhone] link,president
2/24/2018 10:11," RT @FoxNews: President @realDonaldTrump on Dem FISA memo: ""A lot of bad things happened on the other side, not on this side, but the other… [Twitter for iPhone] link",president
2/24/2018 10:10," RT @FoxNews: President @realDonaldTrump on DACA: ""I'm the one that's pushing DACA and the Democrats are nowhere to be found."" https://t.co/… [Twitter for iPhone] link",president
2/24/2018 8:00, I will be interviewed by @JudgeJeanine on @FoxNews at 9:00 P.M. Enjoy! [Twitter for iPhone] link,president
2/24/2018 7:56," “Congressman Schiff omitted and distorted key facts” @FoxNews So, what else is new. He is a total phony! [Twitter for iPhone] link",president
2/24/2018 6:44," “Russians had no compromising information on Donald Trump” @FoxNews Of course not, because there is none, and never was. This whole Witch Hunt is an illegal disgrace...and Obama did nothing about Russia!",president
2/24/2018 3:16, Democrat judges have totally redrawn election lines in the great State of Pennsylvania. @FoxNews. This is very unfair to Republicans and to our country as a whole. Must be appealed to the United States S,president
2/22/2018 9:31," What many people don’t understand, or don’t want to understand, is that Wayne, Chris and the folks who work so hard at the @NRA are Great People and Great American Patriots. They love our Country and will do the right thing. MAKE",president
2/22/2018 8:26," “School shooting survivor says he quit @CNN Town Hall after refusing scripted question.” @TuckerCarlson. Just like so much of CNN, Fake News. That’s why their ratings are so bad! MSNBC may be worse. [Twitter for iPhone] link",president
2/22/2018 8:26," “School shooting survivor says he quit @CNN Town Hall after refusing scripted question.” @TuckerCarlson. Just like so much of CNN, Fake News. That’s why their ratings are so bad! MSNBC may be worse. [Twitter for iPhone] link",president
2/22/2018 7:26," I never said “give teachers guns” like was stated on Fake News @CNN & @NBC. What I said was to look at the possibility of giving “concealed guns to gun adept teachers with military or special training experience - only the best. 20% of teachers, a lot, would now be able to [Twitter for iPhone] link",president
2/22/2018 7:26," I never said “give teachers guns” like was stated on Fake News @CNN & @NBC. What I said was to look at the possibility of giving “concealed guns to gun adept teachers with military or special training experience - only the best. 20% of teachers, a lot, would now be able to [Twitter for iPh",president
2/20/2018 10:29, ....cameras running. Another False Accusation. Why doesn’t @washingtonpost report the story of the women taking money to make up stories about me? One had her home mortgage paid off. Only @FoxNews so rep,president
2/20/2018 10:16," A woman I don’t know and, to the best of my knowledge, never met, is on the FRONT PAGE of the Fake News Washington Post saying I kissed her (for two minutes yet) in the lobby of Trump Tower 12 years ago. Never happened! Who would do this in a public space with live security...... [Twitter for iPhone] link",president
2/20/2018 8:38," I have been much tougher on Russia than Obama, just look at the facts. Total Fake News! [Twitter for iPhone] link",president
2/20/2018 8:18," @CNN @MSNBC Whether we are Republican or Democrat, we must now focus on strengthening Background Checks! [Twitter for iPhone] link",president
2/20/2018 8:08," Bad ratings @CNN & @MSNBC got scammed when they covered the anti-Trump Russia rally wall-to-wall. They probably knew it was Fake News but, because it was a rally against me, they pushed it hard anyway. Two really dishonest newscasters, but the public is wise! [Twitter for iPhone] link",president
2/20/2018 8:08," Bad ratings @CNN & @MSNBC got scammed when they covered the anti-Trump Russia rally wall-to-wall. They probably knew it was Fake News but, because it was a rally against me, they pushed it hard anyway. Two really dishonest newscasters, but the public is wise! [Twitter for iPhone] link",president
2/20/2018 7:24," Thank you to @foxandfriends for the great timeline on all of the failures the Obama Administration had against Russia, including Crimea, Syria and so much more. We are now starting to win again! [Twitter",president
2/18/2018 8:46, The Fake News of big ratings loser CNN. https://t.co/rYsv90cnvs [Twitter for iPhone] link,president
2/18/2018 8:46, The Fake News of big ratings loser CNN. https://t.co/rYsv90cnvs [Twitter for iPhone] link,president
2/17/2018 3:11," The Fake News Media never fails. Hard to ignore this fact from the Vice President of Facebook Ads, Rob Goldman! https://t.co/XGC7ynZwYJ [Twitter for iPhone] link",president
2/17/2018 2:46," Funny how the Fake News Media doesn’t want to say that the Russian group was formed in 2014, long before my run for President. Maybe they knew I was going to run even though I didn’t know! [Twitter for iPhone] link",president
2/12/2018 7:54," Thank you to Sue Kruczek, who lost her wonderful and talented son Nick to the Opioid scourge, for your kind words while on @foxandfriends. We are fighting this terrible epidemic hard - Nick will not have",president
2/12/2018 3:48, The journey to #MAGA began @CPAC 2011 and the opportunity to reconnect with friends and supporters is something I look forward to every year. See you at #CPAC2018! [Twitter for iPhone] link,president
2/11/2018 1:21," So many positive things going on for the U.S.A. and the Fake News Media just doesn’t want to go there. Same negative stories over and over again! No wonder the People no longer trust the media, whose approval ratings are correctly at their lowest levels in history! #MAGA [Twitter for iPhone] link",president
2/11/2018 1:21," So many positive things going on for the U.S.A. and the Fake News Media just doesn’t want to go there. Same negative stories over and over again! No wonder the People no longer trust the media, whose approval ratings are correctly at their lowest levels in history! #MAGA [Twitter for iPhone] link",president
2/10/2018 10:20," According to the @nytimes, a Russian sold phony secrets on “Trump” to the U.S. Asking price was $10 million, brought down to $1 million to be paid over time. I hope people are now seeing & understanding what is going on here. It is all now starting to come out - DRAIN THE SWAMP! [Twitter for iPhone] link",president
2/10/2018 1:34," ....agencies, not just the FBI & DOJ, now the State Department to dig up dirt on him in the days leading up to the Election. Comey had conversations with Donald Trump, which I don’t believe were accurate",president
2/5/2018 7:17, Thank you to @foxandfriends for exposing the truth. Perhaps that’s why your ratings are soooo much better than your untruthful competition! [Twitter for iPhone] link,president
2/2/2018 1:05," With 3.5 million Americans receiving bonuses or other benefits from their employers as a result of TAX CUTS, 2018 is off to great start! ?Unemployment rate at 4.1%. ?Average earnings up 2.9% in the last year. ?200,000 new American jobs. ?#MAGA???? https://t.co/upqSvBhRqJ [Twitter for iPad] link",president
2/1/2018 7:02," Thank you for all of the nice compliments and reviews on the State of the Union speech. 45.6 million people watched, the highest number in history. @FoxNews beat every other Network, for the first time ev",president
1/27/2018 6:55, Thank you to Brandon Judd of the National Border Patrol Council for his strong statement on @foxandfriends that we very badly NEED THE WALL. Must also end loophole of “catch & release” and clean up the l,president
1/26/2018 12:12," Heading back from a very exciting two days in Davos, Switzerland. Speech on America’s economic revival was well received. Many of the people I met will be investing in the U.S.A.! #MAGA [Twitter for iPhone] link",president
1/23/2018 6:31, Even Crazy Jim Acosta of Fake News CNN agrees: “Trump World and WH sources dancing in end zone: Trump wins again...Schumer and Dems caved...gambled and lost.” Thank you for your honesty Jim! [Twitter for iPhone] link,president
1/23/2018 6:31, Even Crazy Jim Acosta of Fake News CNN agrees: “Trump World and WH sources dancing in end zone: Trump wins again...Schumer and Dems caved...gambled and lost.” Thank you for your honesty Jim! [Twitter for iPhone] link,president
1/21/2018 8:21, Thank you to Brad Blakeman on @FoxNews for grading year one of my presidency with an “A”-and likewise to Doug Schoen for the very good grade and statements. Working hard! [Twitter for iPhone] link,president
1/20/2018 9:34," RT @FoxNews: .@EricTrump: ""My father was elected for one reason, and that's because he actually believes in putting America first, which is… [Twitter for iPhone] link",president
1/20/2018 9:33," RT @FoxNews: .@KellyannePolls: ""Since @POTUS took office, 863,000 new jobs were filled by women. Over half a million American women have en… [Twitter for iPhone] link",president
1/20/2018 9:31," RT @FoxNews: .@davidwebbshow: ""Let's look at the calendar. It's January 20th. DACA expires on March 5th. That means this was a construct of… [Twitter for iPhone] link",president
1/20/2018 9:31," RT @FoxNews: .@EricTrump: ""People have seen a year that's incredible, that's been filled with nothing but the best for our country, America… [Twitter for iPhone] link",president
1/20/2018 9:18, Eric Trump on @JudgeJeanine on @FoxNews now! [Twitter for iPhone] link,president
1/18/2018 4:04,,president
1/17/2018 8:04, Eric Trump on @foxandfriends now! [Twitter for iPhone] link,president
1/17/2018 8:00, And the FAKE NEWS winners are... https://t.co/59G6x2f7fD [Twitter for iPhone] link,president
1/17/2018 6:32," During the campaign, I promised to MAKE",president
1/16/2018 9:30," Unemployment for Black Americans is the lowest ever recorded. Trump approval ratings with Black Americans has doubled. Thank you, and it will get even (much) better! @FoxNews [Twitter for iPhone] link",president
1/16/2018 9:24, “90% of Trump 2017 news coverage was negative” -and much of it contrived!@foxandfriends [Twitter for iPhone] link,president
1/16/2018 9:19," Do you notice the Fake News Mainstream Media never likes covering the great and record setting economic news, but rather talks about anything negative or that can be turned into the negative. The Russian Collusion Hoax is dead, except as it pertains to the Dems. Public gets it! [Twitter for iPhone] link",president
1/15/2018 8:02," ...to stop drugs, they want to take money away from our military which we cannot do.” My standard is very simple,",president
1/14/2018 8:59," ...big unnecessary regulation cuts made it all possible” (among many other things). “President Trump reversed the policies of President Obama, and reversed our economic decline.” Thank you Stuart Varney.",president
1/14/2018 8:01, ...and they knew exactly what I said and meant. They just wanted a story. FAKE NEWS! [Twitter for iPhone] link,president
1/13/2018 5:08," So much Fake News is being reported. They don’t even try to get it right, or correct it when they are wrong. They promote the Fake Book of a mentally deranged author, who knowingly writes false information. The Mainstream Media is crazed that WE won the election! [Twitter for iPhone] link",president
1/12/2018 7:20," ....Because of the Democrats not being interested in life and safety, DACA has now taken a big step backwards. The Dems will threaten “shutdown,” but what they are really doing is shutting down our military, at a time we need it most. Get smart, MAKE",president
1/11/2018 9:43," Thank you Adam Levine, The Federalist, in interview on @foxandfriends “Donald Trump is the greatest President our Country has ever seen.” [Twitter for iPhone] link",president
1/11/2018 8:11, “45 year low in illegal immigration this year.” @foxandfriends [Twitter for iPhone] link,president
1/11/2018 6:33, Disproven and paid for by Democrats “Dossier used to spy on Trump Campaign. Did FBI use Intel tool to influence the Election?” @foxandfriends Did Dems or Clinton also pay Russians? Where are hidden and s,president
1/9/2018 10:48," Thank you @GOPLeader Kevin McCarthy! Couldn’t agree w/you more. TOGETHER, we are #MAGA???? https://t.co/QaxtqpyXTR [Twitter for iPhone] link",president
12/31/2017 5:18," As our Country rapidly grows stronger and smarter, I want to wish all of my friends, supporters, enemies, haters, and even the very dishonest Fake News Media, a Happy and Healthy New Year. 2018 will be a great year for America! [Twitter for iPhone] link",president
12/30/2017 5:36," I use Social Media not because I like to, but because it is the only way to fight a VERY dishonest and unfair “press,” now often referred to as Fake News Media. Phony and non-existent “sources” are being used more often than ever. Many stories & reports a pure fiction! [Twitter for iPhone] link",president
12/29/2017 7:48," RT @FoxBusiness: .@charliekirk11: ""What this president has done is truly historic, and if a Democrat president achieved 1/10th of what @POT… [Twitter for iPhone] link",president
12/29/2017 7:46," While the Fake News loves to talk about my so-called low approval rating, @foxandfriends just showed that my rating on Dec. 28, 2017, was approximately the same as President Obama on Dec. 28, 2009, which was 47%...and this despite massive negative Trump coverage & Russia hoax! [Twitter for iPhone] link",president
12/29/2017 7:46," While the Fake News loves to talk about my so-called low approval rating, @foxandfriends just showed that my rating on Dec. 28, 2017, was approximately the same as President Obama on Dec. 28, 2009, which",president
12/26/2017 8:24," WOW, @foxandfrlends “Dossier is bogus. Clinton Campaign, DNC funded Dossier. FBI CANNOT (after all of this time) VERIFY CLAIMS IN DOSSIER OF RUSSIA/TRUMP COLLUSION. FBI TAINTED.” And they used this Crook",president
12/25/2017 6:33," I hope everyone is having a great Christmas, then tomorrow it’s back to work in order to Make America Great Again (which is happening faster than anyone anticipated)! [Twitter for iPhone] link",president
12/24/2017 8:48," The Fake News refuses to talk about how Big and how Strong our BASE is. They show Fake Polls just like they report Fake News. Despite only negative reporting, we are doing well - nobody is going to beat us. MAKE",president
12/24/2017 8:48," The Fake News refuses to talk about how Big and how Strong our BASE is. They show Fake Polls just like they report Fake News. Despite only negative reporting, we are doing well - nobody is going to beat us. MAKE",president
12/24/2017 7:25," .@FoxNews-FBI’s Andrew McCabe, “in addition to his wife getting all of this money from M (Clinton Puppet), he was using, allegedly, his FBI Official Email Account to promote her campaign. You obviously c",president
12/24/2017 3:35," The Tax Cut/Reform Bill, including Massive Alaska Drilling and the Repeal of the highly unpopular Individual Mandate, brought it all together as to what an incredible year we had. Don’t let the Fake News convince you otherwise...and our insider Polls are strong! [Twitter for iPhone] link",president
12/23/2017 5:44," The Stock Market is setting record after record and unemployment is at a 17 year low. So many things accomplished by the Trump Administration, perhaps more than any other President in first year. Sadly, will never be reported correctly by the Fake News Media! [Twitter for iPhone] link",president
12/23/2017 3:32," Wow, “FBI lawyer James Baker reassigned,” according to @FoxNews. [Twitter for iPhone] link",president
12/21/2017 8:56, Home Sales hit BEST numbers in 10 years! MAKE,president
12/21/2017 7:45, Was @foxandfriends just named the most influential show in news? You deserve it - three great people! The many Fake News Hate Shows should study your formula for success! [Twitter for iPhone] link,president
12/21/2017 7:45, Was @foxandfriends just named the most influential show in news? You deserve it - three great people! The many Fake News Hate Shows should study your formula for success! [Twitter for iPhone] link,president
12/21/2017 7:24," The Massive Tax Cuts, which the Fake News Media is desperate to write badly about so as to please their Democrat bosses, will soon be kicking in and will speak for themselves. Companies are already making big payments to workers. Dems want to raise taxes, hate these big Cuts! [Twitter for iPhone] link",president
12/20/2017 9:32," The Tax Cuts are so large and so meaningful, and yet the Fake News is working overtime to follow the lead of their friends, the defeated Dems, and only demean. This is truly a case where the results will speak for themselves, starting very soon. Jobs, Jobs, Jobs! [Twitter for iPhone] link",president
12/19/2017 10:07, A story in the @washingtonpost that I was close to “rescinding” the nomination of Justice Gorsuch prior to confirmation is FAKE NEWS. I never even wavered and am very proud of him and the job he is doing as a Justice of the U.S. Supreme Court. The unnamed sources don’t exist! [Twitter for iPhone] link,president
12/19/2017 6:04, DOW RISES 5000 POINTS ON THE YEAR FOR THE FIRST TIME EVER - MAKE,president
12/18/2017 6:42, Ivanka Trump will be interviewed on @foxandfriends. [Twitter for iPhone] link,president
12/18/2017 6:23," Remember, Republicans are 5-0 in Congressional Races this year. The media refuses to mention this. I said Gillespie and Moore would lose (for very different reasons), and they did. I also predicted “I” w",president
12/18/2017 3:28," When the American People speak, ALL OF US should listen. Just over one year ago, you spoke loud and clear. On November 8, 2016, you voted to MAKE",president
12/15/2017 7:00," DOW, S&P 500 and NASDAQ close at record highs! #MAGA https://t.co/hvqwnqSGuG [Twitter for iPhone] link",president
12/14/2017 3:35," In 1960, there were approximately 20,000 pages in the Code of Federal Regulations. Today there are over 185,000 pages, as seen in the Roosevelt Room. Today, we CUT THE RED TAPE! It is time to SET FREE OUR DREAMS and MAKE",president
12/13/2017 8:02," Wow, more than 90% of Fake News Media coverage of me is negative, with numerous forced retractions of untrue stories. Hence my use of Social Media, the only way to get the truth out. Much of Mainstream Meadia has become a joke! @foxandfriends [Twitter for iPhone] link",president
12/13/2017 8:02," Wow, more than 90% of Fake News Media coverage of me is negative, with numerous forced retractions of untrue stories. Hence my use of Social Media, the only way to get the truth out. Much of Mainstream M",president
12/12/2017 9:23," Consumer Confidence is at an All-Time High, along with a Record High Stock Market. Unemployment is at a 17 year low. MAKE",president
12/12/2017 7:10," Despite thousands of hours wasted and many millions of dollars spent, the Democrats have been unable to show any collusion with Russia - so now they are moving on to the false accusations and fabricated stories of women who I don’t know and/or have never met. FAKE NEWS! [Twitter for iPhone] link",president
12/11/2017 9:17," Another false story, this time in the Failing @nytimes, that I watch 4-8 hours of television a day - Wrong! Also, I seldom, if ever, watch CNN or MSNBC, both of which I consider Fake News. I never watch Don Lemon, who I once called the “dumbest man on television!” Bad Reporting. [Twitter for iPhone] link",president
12/11/2017 9:17," Another false story, this time in the Failing @nytimes, that I watch 4-8 hours of television a day - Wrong! Also, I seldom, if ever, watch CNN or MSNBC, both of which I consider Fake News. I never watch Don Lemon, who I once called the “dumbest man on television!” Bad Reporting. [Twitter f",president
12/11/2017 9:17," Another false story, this time in the Failing @nytimes, that I watch 4-8 hours of television a day - Wrong! Also, I seldom, if ever, watch CNN or MSNBC, both of which I consider Fake News. I never watch Don Lemon, who I once called the “dumbest man on television!” Bad Reporting. [Twitter for iPhone] link",president
12/10/2017 8:30," Things are going really well for our economy, a subject the Fake News spends as little time as possible discussing! Stock Market hit another RECORD HIGH, unemployment is now at a 17 year low and companies are coming back into the USA. Really good news, and much more to come! [Twitter for iPhone] link",president
12/10/2017 4:18," Very little discussion of all the purposely false and defamatory stories put out this week by the Fake News Media. They are out of control - correct reporting means nothing to them. Major lies written, then forced to be withdrawn after they are exposed...a stain on America! [Twitter for iPhone] link",president
12/9/2017 8:21," CNN’S slogan is CNN, THE MOST TRUSTED NAME IN NEWS. Everyone knows this is not true, that this could, in fact, be a fraud on the American Public. There are many outlets that are far more trusted than Fake News CNN. Their slogan should be CNN, THE LEAST TRUSTED NAME IN NEWS! [Twitter for iPhone] link",president
12/9/2017 8:21," CNN’S slogan is CNN, THE MOST TRUSTED NAME IN NEWS. Everyone knows this is not true, that this could, in fact, be a fraud on the American Public. There are many outlets that are far more trusted than Fake News CNN. Their slogan should be CNN, THE LEAST TRUSTED NAME IN NEWS! [Twitter for iPh",president
12/9/2017 8:02," Fake News CNN made a vicious and purposeful mistake yesterday. They were caught red handed, just like lonely Brian Ross at ABC News (who should be immediately fired for his “mistake”). Watch to see if @CNN fires those responsible, or was it just gross incompetence? [Twitter for iPhone] link",president
12/9/2017 8:02," Fake News CNN made a vicious and purposeful mistake yesterday. They were caught red handed, just like lonely Brian Ross at ABC News (who should be immediately fired for his “mistake”). Watch to see if @CNN fires those responsible, or was it just gross incompetence? [Twitter for iPhone] link",president
12/9/2017 8:02," Fake News CNN made a vicious and purposeful mistake yesterday. They were caught red handed, just like lonely Brian Ross at ABC News (who should be immediately fired for his “mistake”). Watch to see if @CNN fires those responsible, or was it just gross incompetence? [Twitter for iPhone] link",president
12/9/2017 7:52," A big contingent of very enthusiastic Roy Moore fans at the rally last night. We can’t have a Pelosi/Schumer Liberal Democrat, Jones, in that important Alabama Senate seat. Need your vote to Make America Great Again! Jones will always vote against what we must do for our Country. [Twitter for iPhone] link",president
12/9/2017 6:14," .@daveweigel of the Washington Post just admitted that his picture was a FAKE (fraud?) showing an almost empty arena last night for my speech in Pensacola when, in fact, he knew the arena was packed (as shown also on T.V.). FAKE NEWS, he should be fired. [Twitter for iPhone] link",president
12/9/2017 5:01," .@DaveWeigel @WashingtonPost put out a phony photo of an empty arena hours before I arrived @ the venue, w/ thousands of people outside, on their way in. Real photos now shown as I spoke. Packed house, many people unable to get in. Demand apology & retraction from FAKE NEWS WaPo! https://t.co/XAblFGh1ob [Twitter for iPhone] link",president
12/8/2017 12:46, MAKE,president
12/8/2017 10:06," LAST thing the Make America Great Again Agenda needs is a Liberal Democrat in Senate where we have so little margin for victory already. The Pelosi/Schumer Puppet Jones would vote against us 100% of the time. He’s bad on Crime, Life, Border, Vets, Guns & Military. VOTE ROY MOORE! [Twitter for iPhone] link",president
12/8/2017 8:11," Big crowd expected today in Pensacola, Florida, for a Make America Great Again speech. We have done so much in so short a period of time...and yet are planning to do so much more! See you there! [Twitter for iPhone] link",president
