HomeValue,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
60000,1,30,227,75,169,101,35.4,-118.99
90400,4,43,2230,392,890,374,35.4,-118.99
84600,4,48,1910,331,789,321,35.4,-118.99
93900,4,44,2250,378,928,379,35.4,-118.99
79400,4,42,2840,516,1200,487,35.4,-118.99
72100,3,51,1370,284,648,300,35.4,-118.99
85500,4,36,1900,315,937,303,35.4,-118.99
76200,3,34,1860,323,854,309,35.4,-118.99
69800,3,34,813,171,440,170,35.4,-118.99
73100,3,36,1440,273,680,259,35.4,-118.99
76600,3,36,1860,331,1050,325,35.4,-118.99
94500,4,36,1480,266,640,274,35.4,-118.99
89000,3,28,4670,875,2400,841,35.4,-118.99
87100,3,29,3550,729,1540,659,35.4,-118.99
102000,4,23,4480,894,2140,883,35.4,-118.99
89100,4,27,2470,400,1270,427,35.4,-118.99
79000,3,23,5620,1150,2840,1040,35.4,-118.99
92900,4,34,2050,347,888,352,35.4,-118.99
95200,4,35,2220,388,906,373,35.4,-118.99
85600,3,41,2420,435,973,406,35.4,-118.99
87000,4,26,4800,831,2370,743,35.4,-118.99
83100,4,30,2590,478,1420,480,35.4,-118.99
70600,4,33,3120,579,1730,545,35.4,-118.99
99500,4,21,4000,727,1890,688,35.4,-118.99
105000,4,14,5550,941,2820,935,35.4,-118.99
139000,5,27,3070,452,1220,452,35.4,-118.99
194000,8,13,3140,417,1320,397,35.4,-118.99
101000,3,6,4660,971,2320,935,35.4,-118.99
143000,6,10,3220,526,1540,483,35.4,-118.99
113000,3,10,3590,774,1400,763,35.4,-118.99
87000,4,14,2460,433,1350,411,35.4,-118.99
67600,3,32,4120,755,2590,721,35.4,-118.99
105000,2,20,1350,255,762,253,35.3,-118.99
75700,2,17,3590,701,1750,640,35.4,-118.99
62800,3,34,2410,446,1560,421,35.4,-118.99
57600,2,33,3370,741,2350,704,35.4,-118.99
59700,2,23,1110,252,790,230,35.4,-118.99
61300,2,34,1670,359,1060,349,35.4,-118.99
57400,3,37,1670,362,971,335,35.4,-118.99
55400,2,37,1480,327,946,295,35.4,-118.99
52400,2,41,1460,339,1070,318,35.4,-118.99
54300,1,40,1600,374,1030,337,35.4,-118.99
59500,3,38,2120,433,1550,441,35.4,-118.99
46800,2,32,1360,363,1480,297,35.4,-118.99
50000,1,39,1500,383,1180,355,35.4,-118.99
48000,1,42,1190,358,1040,299,35.4,-118.99
58000,2,41,2400,602,1780,543,35.4,-118.99
57500,1,35,1670,426,1040,413,35.4,-118.99
51000,1,26,1320,374,1030,304,35.4,-118.99
57500,1,30,1390,361,1120,298,35.4,-118.99
49100,1,22,1810,457,1590,420,35.4,-118.99
54800,1,24,1810,465,1460,410,35.4,-118.99
50800,2,34,1020,247,795,228,35.4,-118.99
49400,1,28,1170,299,1190,273,35.4,-118.99
48800,2,39,2230,542,1520,435,35.4,-118.99
55400,2,36,1440,348,1050,341,35.4,-118.99
70100,3,52,2810,573,1330,522,35.4,-118.99
50700,1,29,607,177,476,143,35.4,-118.99
46900,1,32,2620,682,2380,684,35.4,-118.99
55500,2,41,303,78,216,80,35.4,-118.99
57400,1,36,832,198,814,174,35.4,-118.99
58100,2,38,918,220,743,222,35.4,-118.99
57900,1,35,825,179,670,181,35.4,-118.99
42500,1,52,425,119,380,97,35.4,-118.99
57500,1,44,434,110,274,86,35.4,-118.99
67500,1,52,114,26,158,26,35.4,-118.99
47500,2,35,120,35,477,41,35.4,-118.99
66000,1,44,593,136,364,121,35.4,-118.99
60000,1,52,90,35,36,31,35.4,-118.99
63800,1,48,346,92,129,63,35.4,-118.99
72500,2,52,191,52,106,49,35.4,-118.99
84400,2,45,629,143,568,139,35.4,-118.99
91800,3,38,2120,394,843,410,35.4,-118.99
147000,3,52,1700,290,540,260,35.4,-118.99
127000,2,52,1500,367,554,277,35.4,-118.99
82700,3,44,1620,310,667,300,35.4,-118.99
119000,3,28,4510,764,1590,763,35.4,-118.99
66900,2,36,1940,414,1050,411,35.4,-118.99
84700,4,30,4640,800,2310,754,35.4,-118.99
118000,3,16,4510,1050,2260,959,35.4,-118.99
111000,5,19,5250,894,2160,831,35.4,-118.99
123000,5,12,6440,1120,2970,1090,35.4,-118.99
95200,4,9,1230,234,409,212,35.4,-118.99
72300,3,42,2510,483,1040,442,35.4,-118.99
81300,4,41,1940,363,977,388,35.4,-118.99
69500,3,40,1530,312,771,306,35.4,-118.99
75300,2,46,1640,338,714,297,35.4,-118.99
61600,2,44,2690,620,1520,549,35.4,-118.99
70000,2,48,1830,396,947,363,35.4,-118.99
73700,3,47,1630,340,847,315,35.4,-118.99
76800,2,41,2550,594,1340,595,35.4,-118.99
57800,2,38,1700,380,1190,366,35.4,-118.99
60700,2,38,1840,388,1200,373,35.4,-118.99
57000,1,36,2660,626,1490,529,35.4,-118.99
51600,1,24,1940,484,1280,435,35.4,-118.99
46700,1,33,821,181,579,172,35.4,-118.99
43600,1,40,850,227,764,186,35.4,-118.99
42500,1,39,896,217,805,197,35.4,-118.99
48700,1,35,1160,277,992,284,35.4,-118.99
48600,2,35,1020,280,1260,239,35.4,-118.99
47100,1,36,1560,398,1220,329,35.4,-118.99
49400,2,29,1240,266,933,227,35.4,-118.99
42700,1,15,1480,338,1060,279,35.4,-118.99
47800,1,18,1520,354,1210,344,35.4,-118.99
49300,1,31,1500,359,1170,340,35.4,-118.99
76200,3,19,2710,512,1820,500,35.4,-118.99
54700,2,30,2290,508,1750,482,35.4,-118.99
53400,2,32,1030,259,874,236,35.4,-118.99
54000,2,35,2290,497,1740,480,35.4,-118.99
48900,2,34,1380,333,1160,315,35.4,-118.99
46700,2,31,1420,306,1220,312,35.4,-118.99
78700,3,29,3480,608,2010,541,35.3,-118.99
33200,2,21,496,131,511,124,35.4,-118.99
49800,2,27,1620,355,1380,332,35.4,-118.99
52900,2,36,1590,367,1310,390,35.3,-118.99
36600,1,26,875,199,567,204,35.3,-118.99
62100,2,31,2930,716,1970,588,35.4,-118.99
45600,1,32,1290,317,1110,286,35.4,-118.99
58000,2,34,1350,325,922,304,35.4,-118.99
63700,3,44,1730,343,782,278,35.3,-118.99
63300,2,42,1240,251,776,272,35.4,-118.99
57900,2,39,598,149,366,132,35.4,-118.99
76000,2,38,1470,305,670,282,35.4,-118.99
65800,2,38,1460,294,692,295,35.3,-118.99
71900,3,36,3470,645,1680,616,35.3,-118.99
73700,3,34,1440,294,695,275,35.4,-118.99
73000,3,31,1610,336,817,307,35.4,-118.99
85000,3,27,4590,897,2210,894,35.4,-118.99
69900,3,20,9350,2140,4580,1950,35.4,-118.99
175000,3,14,3580,984,1930,912,35.3,-118.99
87200,3,18,12700,2690,7010,2550,35.3,-118.99
106000,4,17,2390,437,1200,423,35.3,-118.99
86200,2,24,4120,865,1290,879,35.4,-118.99
134000,5,16,4200,786,1670,724,35.3,-118.99
103000,5,4,8570,1490,4250,1440,35.3,-118.99
131000,4,5,4600,1070,1920,870,35.4,-118.99
246000,11,18,4070,512,1580,540,35.3,-118.99
176000,7,20,892,129,331,135,35.4,-118.99
224000,9,14,2110,256,842,265,35.4,-118.99
119000,5,16,1540,238,768,236,35.3,-118.99
130000,4,15,1470,235,768,238,35.3,-118.99
170000,7,4,6640,898,3120,902,35.3,-118.99
106000,5,8,11600,2140,5700,2100,35.3,-118.99
143000,5,9,7090,1150,3080,1050,35.3,-118.99
70700,4,15,3940,746,2360,757,35.3,-118.99
101000,3,13,9030,1900,4870,1800,35.3,-118.99
82800,4,14,5260,1060,3280,1050,35.3,-118.99
71400,3,34,2860,510,1380,486,35.3,-118.99
84700,2,26,3690,826,2070,827,35.3,-118.99
84700,3,21,3060,698,1630,680,35.3,-118.99
68500,3,34,2220,436,1130,408,35.3,-118.99
46700,2,36,973,219,613,187,35.3,-118.99
39400,2,42,1120,255,677,213,35.3,-118.99
53800,2,35,991,221,620,207,35.3,-118.99
63700,2,32,3070,628,1900,607,35.3,-118.99
65800,3,35,2050,412,1190,387,35.3,-118.99
56500,2,35,1650,390,1150,343,35.3,-118.99
59500,2,35,1580,405,870,282,35.3,-118.99
56200,3,33,2250,434,1460,405,35.3,-118.99
53300,2,37,1340,275,767,273,35.3,-118.99
110000,4,3,2820,519,1350,495,35.3,-118.99
50000,1,20,37,11,34,8,35.3,-118.99
93600,3,11,7040,1460,3530,1390,35.3,-118.99
92700,4,11,2160,371,1270,388,35.3,-118.99
100000,3,12,2720,549,1290,523,35.3,-118.99
82600,3,14,2930,588,1820,561,35.3,-118.99
88200,4,9,10800,1990,6240,1910,35.3,-118.99
103000,4,10,829,146,447,173,35.3,-118.99
81600,4,10,7400,1370,4610,1310,35.3,-118.99
70000,3,23,4870,965,2720,928,35.3,-118.99
74800,2,19,7090,1520,4100,1440,35.3,-118.99
80900,4,7,8600,1600,4890,1520,35.3,-118.99
97900,3,25,3080,635,1830,591,35.3,-118.99
118000,5,5,6270,1000,3270,980,35.2,-118.99
65000,3,6,80,16,66,21,35.2,-118.99
77500,3,10,7010,1450,4160,1310,35.3,-118.99
91700,2,40,282,59,213,71,35.2,-118.99
150000,1,32,444,102,242,87,35.3,-118.99
114000,4,24,806,168,323,136,34.8,-118.99
117000,3,18,3280,762,1340,550,34.8,-118.99
124000,3,30,2820,604,1090,412,34.8,-118.99
168000,5,6,8730,1600,2010,736,34.8,-118.99
148000,3,14,4050,787,1580,579,35,-118.99
128000,4,8,508,111,229,84,34.8,-118.99
52100,3,21,2210,458,1250,440,35.1,-118.99
30000,3,45,973,183,500,177,35.1,-118.99
68200,4,26,890,172,483,170,35.2,-118.99
57900,3,23,3830,696,1990,617,35.3,-119.99
37500,3,36,116,20,39,18,35.2,-118.99
52900,2,34,3440,696,1780,608,35.2,-118.99
50800,3,40,4160,812,2000,773,35.2,-118.99
45800,3,30,2940,697,1570,584,35.1,-118.99
88300,4,19,4190,690,1970,702,35.1,-118.99
75400,3,33,5050,964,2290,919,35.1,-118.99
26600,2,34,1440,309,808,294,35.1,-118.99
26900,2,46,2750,543,1420,482,35.1,-118.99
63800,3,44,4600,877,2140,831,35.1,-118.99
69800,2,32,2170,421,1300,394,35.4,-118.99
105000,3,24,2590,480,1440,424,35.4,-118.99
96900,4,12,5590,941,3020,917,35.4,-118.99
88900,3,22,984,176,451,170,35.4,-118.99
94300,5,13,1260,202,552,187,35.4,-118.99
149000,4,12,2840,471,1400,413,35.4,-118.99
157000,5,6,7380,1100,3420,1060,35.4,-118.99
121000,4,18,1520,269,706,279,35.4,-118.99
82800,3,37,2040,394,894,359,35.4,-118.99
146000,5,13,4530,713,2170,671,35.4,-118.99
110000,2,36,1250,259,932,249,35.5,-118.99
37500,2,36,786,194,573,134,35.5,-118.99
65400,2,39,2650,572,1820,547,35.5,-118.99
78600,4,38,2540,409,1130,430,35.5,-118.99
61100,3,34,1370,329,796,319,35.5,-118.99
95800,3,28,1090,179,544,190,35.5,-118.99
65800,2,34,1920,379,1100,351,35.5,-118.99
58600,2,28,3110,782,3260,738,35.5,-118.99
52100,2,21,2170,483,1320,450,35.5,-118.99
64600,2,34,2300,437,1510,403,35.5,-118.99
58800,3,16,1580,309,1010,268,35.6,-118.99
125000,3,29,510,84,236,73,35.5,-118.99
63200,1,13,1660,362,1190,376,35.6,-118.99
71900,2,33,3240,654,1810,616,35.6,-118.99
59000,2,33,2140,488,1730,509,35.6,-118.99
60500,1,32,2700,683,2680,675,35.6,-118.99
71800,3,14,2720,502,1500,457,35.6,-118.99
54100,2,20,3090,691,2650,676,35.6,-118.99
47500,2,18,820,239,1350,207,35.6,-119.99
80000,3,21,2400,483,1650,415,35.6,-119.99
156000,3,30,735,137,421,113,35.8,-118.99
59800,2,15,3940,789,3500,768,35.8,-118.99
83300,3,29,1480,220,902,205,35.6,-118.99
58500,3,21,1890,398,1540,388,35.7,-118.99
55200,2,16,2870,677,3080,651,35.7,-118.99
54700,2,32,3220,750,2640,709,35.7,-118.99
59800,3,27,1510,342,1350,323,35.8,-118.99
56500,2,35,1620,378,1450,398,35.8,-118.99
57300,2,36,2330,656,2180,610,35.8,-118.99
52100,2,36,1600,443,1660,417,35.8,-118.99
62200,2,8,3270,797,2700,688,35.8,-118.99
69900,2,35,1930,386,1370,414,35.8,-118.99
67200,2,8,1610,343,1230,330,35.8,-118.99
62100,2,31,2860,606,2470,600,35.8,-118.99
67800,2,28,1740,521,1760,514,35.8,-118.99
72500,2,36,3230,635,2030,593,35.8,-118.99
68400,2,16,2280,659,1910,614,35.7,-118.99
84000,4,26,2640,468,1420,485,35.8,-118.99
216000,6,6,1760,280,664,254,35.5,-118.99
82500,3,20,3460,651,1470,621,35.4,-118.99
204000,6,13,1440,237,557,227,35.4,-118.99
92300,2,18,2330,642,799,335,35.7,-117.99
67500,2,15,1960,403,730,321,35.7,-117.99
96000,3,23,3170,700,1100,493,35.8,-117.99
81200,2,18,4750,1080,1370,690,35.7,-117.99
101000,2,18,3300,814,986,522,35.7,-118.99
90000,1,28,1490,408,98,48,35.7,-118.99
94600,3,33,1500,325,584,223,35.6,-118.99
59400,2,17,2350,514,775,380,35.5,-117.99
72500,2,15,2970,669,1010,465,35.6,-117.99
96900,2,15,5910,1260,2310,1000,35.6,-117.99
75800,1,18,2300,527,782,390,35.6,-117.99
68500,1,17,2250,535,927,427,35.6,-117.99
67300,2,17,4000,930,1610,731,35.6,-117.99
69700,2,16,5400,1180,1800,807,35.6,-117.99
78400,3,13,2270,601,756,276,35.5,-118.99
55000,4,35,2920,594,1870,432,35.7,-117.99
42100,2,33,2580,564,1160,431,35.6,-117.99
72000,3,18,2740,589,1130,533,35.6,-117.99
81900,3,15,2700,576,1250,513,35.6,-117.99
87500,4,5,1130,276,520,232,35.6,-117.99
109000,6,8,2680,416,1150,399,35.6,-117.99
95700,5,15,3250,573,1410,586,35.6,-117.99
116000,6,6,2120,342,927,337,35.6,-117.99
63500,3,32,3660,787,1610,706,35.6,-117.99
105000,6,18,4330,641,1780,661,35.6,-117.99
109000,6,5,3150,482,1340,428,35.6,-117.99
71900,4,18,2660,496,1430,483,35.6,-117.99
84500,4,9,4240,832,1930,742,35.6,-117.99
103000,6,12,1680,241,765,281,35.6,-117.99
70200,4,16,2680,483,1470,487,35.6,-117.99
52400,2,30,2990,741,1480,581,35.6,-117.99
83200,4,10,2660,506,1350,501,35.6,-117.99
85700,4,11,5900,1140,2730,1070,35.6,-117.99
87200,5,5,5740,932,2620,862,35.6,-117.99
91700,3,14,1740,391,850,317,35.6,-117.99
101000,4,12,2010,372,1030,356,35.6,-117.99
143000,6,9,3810,605,1520,568,35.5,-117.99
54300,2,19,1120,290,598,261,35.6,-117.99
91800,4,13,2570,449,1180,414,35.7,-117.99
98000,5,11,1750,316,765,296,35.5,-117.99
81700,3,15,2360,484,1110,442,35.6,-117.99
50800,2,28,1910,486,858,371,35.4,-117.99
86500,3,21,1740,425,945,362,35,-117.99
71800,3,30,2560,510,1350,467,35,-117.99
275000,2,4,18,3,8,6,35.2,-117.99
138000,2,4,2,2,6,2,35.2,-117.99
68500,3,15,1930,361,917,316,35.1,-117.99
81900,4,5,4850,920,2500,847,35.1,-117.99
104000,4,4,2630,502,1150,422,35.1,-117.99
142000,5,1,83,15,32,15,35.1,-117.99
84500,5,4,923,166,352,135,35.1,-117.99
87800,3,15,2180,416,960,370,35.2,-117.99
91700,3,20,873,175,422,159,34.9,-117.99
130000,3,11,7350,1480,3570,1310,34.9,-117.99
54900,3,28,2970,648,1640,570,35,-117.99
64400,4,33,1590,307,853,272,35,-117.99
39800,2,36,1180,316,672,241,35,-117.99
83500,3,10,4600,1010,2230,821,34.9,-117.99
87900,3,9,1510,293,761,278,34.9,-117.99
111000,5,2,2100,389,923,338,34.9,-117.99
83300,3,21,2370,540,1490,554,34.9,-117.99
73300,2,15,1070,296,569,263,35.1,-117.99
68900,3,44,1300,307,776,278,35,-117.99
83200,4,14,2990,573,1630,526,35,-117.99
56800,2,29,1670,368,821,337,35,-117.99
137000,5,7,4370,727,1930,654,35.2,-118.99
163000,4,7,9660,1690,3620,1370,35.2,-118.99
79000,2,10,2940,605,1170,446,35.3,-117.99
116000,4,4,8420,1660,4630,1470,35.1,-117.99
137000,3,6,3660,646,1240,482,35.1,-118.99
121000,4,11,4030,766,1540,564,35,-118.99
94900,3,19,3110,640,1460,620,35.1,-117.99
85500,3,16,4080,812,2030,668,35.1,-117.99
99800,3,8,1970,376,930,360,35.1,-117.99
80000,2,34,1170,290,602,266,35.1,-117.99
67900,2,21,1900,447,1130,391,35.1,-117.99
82200,3,28,1790,358,1230,351,35.3,-118.99
94500,4,24,1340,214,667,184,35.3,-118.99
81300,3,33,1190,217,717,196,35.3,-118.99
106000,2,29,1300,262,909,253,35.1,-118.99
68000,2,26,1640,352,1220,395,35.2,-118.99
53900,2,31,2360,580,2300,574,35.2,-118.99
53500,2,17,1960,484,1760,453,35.2,-118.99
57300,2,34,2190,469,1910,455,35.2,-118.99
51200,2,17,2780,678,2570,641,35.2,-118.99
61400,2,29,1400,317,1340,306,35.3,-118.99
54600,2,31,6150,1490,5670,1460,35.3,-118.99
63700,2,20,3820,924,3450,920,35.3,-118.99
45500,2,29,2890,753,2950,699,35.2,-118.99
75000,2,38,1020,202,540,187,36.4,-119.99
94200,3,30,1860,337,1120,347,36.4,-119.99
126000,3,26,1910,339,1000,311,36.4,-119.99
103000,3,25,1690,302,879,277,36.4,-119.99
100000,3,41,831,149,443,146,36.4,-119.99
101000,3,25,1550,269,819,272,36.4,-119.99
83900,3,26,1410,265,779,249,36.3,-119.99
106000,2,25,8360,1640,7680,1580,36.3,-119.99
75800,3,19,3250,614,1970,607,36.3,-119.99
92500,4,14,3400,618,1870,612,36.3,-119.99
126000,3,14,1290,291,737,269,36.3,-119.99
69100,3,14,3680,863,2190,785,36.3,-119.99
72300,2,25,4980,1030,2410,961,36.3,-119.99
62000,2,24,2200,471,1050,439,36.3,-119.99
66600,2,30,1850,391,1260,352,36.3,-119.99
93100,4,16,1720,277,903,289,36.3,-119.99
104000,4,6,1270,227,764,246,36.3,-119.99
87500,2,18,942,193,424,174,36.3,-119.99
113000,3,16,1010,212,515,200,36.3,-119.99
101000,5,29,1870,315,1070,309,36.3,-119.99
108000,5,7,479,84,327,103,36.3,-119.99
56100,3,24,544,112,442,106,36.3,-119.99
113000,3,33,1290,214,580,210,36.3,-119.99
52600,2,40,1190,221,676,256,36.3,-119.99
43500,3,40,1180,244,586,187,36.3,-119.99
60200,3,20,2440,433,1580,400,36.3,-119.99
62000,2,10,956,201,693,220,36.3,-119.99
119000,5,10,1090,164,470,158,36.4,-119.99
148000,4,4,3730,783,1480,600,36.4,-119.99
108000,4,21,1750,266,837,292,36.4,-119.99
85500,3,38,3150,568,1380,537,36.4,-119.99
91900,3,15,1720,374,947,391,36.4,-119.99
97400,5,13,2360,340,1060,312,36.4,-119.99
90400,4,23,3180,563,1530,585,36.4,-119.99
90600,4,4,1680,343,920,324,36.4,-119.99
80300,3,10,3670,734,1860,718,36.4,-119.99
70200,3,30,1770,310,746,298,36.4,-119.99
71400,4,26,1460,261,699,219,36.3,-119.99
67500,2,14,2930,600,1630,559,36.3,-119.99
61500,3,32,1490,284,926,264,36.3,-119.99
61000,2,36,1520,287,749,255,36.3,-119.99
59700,3,32,1340,276,859,286,36.3,-119.99
67200,2,46,1730,337,752,323,36.3,-119.99
76100,3,47,1870,357,832,315,36.3,-119.99
56700,2,32,2960,670,1500,627,36.3,-119.99
51700,1,41,3100,766,1850,721,36.3,-119.99
59100,2,52,1260,257,624,243,36.3,-119.99
53800,1,47,1060,268,693,241,36.3,-119.99
121000,2,26,592,121,268,116,36.3,-119.99
81700,3,19,1240,244,850,237,36.3,-119.99
92800,4,16,2050,373,1050,388,36.3,-119.99
58100,1,10,1620,409,988,395,36.3,-119.99
56800,2,24,2650,568,1530,445,36.3,-119.99
54400,3,28,1330,276,873,240,36.3,-119.99
60600,3,12,2740,535,1860,498,36.3,-119.99
70500,3,18,1150,202,717,212,36.3,-119.99
50400,2,11,1290,314,713,290,36.3,-119.99
43100,1,32,2210,523,1770,479,36.3,-119.99
53400,2,28,941,175,588,180,36.3,-119.99
50100,2,27,1510,314,1070,284,36.3,-119.99
46300,2,25,1850,371,1460,353,36.3,-119.99
97400,3,20,2670,452,1390,449,36.3,-119.99
94100,2,35,2010,349,970,300,36.3,-119.99
100000,2,23,207,45,171,50,36.2,-119.99
50000,2,32,752,159,524,155,36.1,-119.99
53200,2,6,2020,413,992,319,36.1,-119.99
46500,1,21,1380,327,1470,355,36.1,-119.99
43800,2,29,424,78,284,73,36.1,-119.99
50800,2,25,1090,262,893,252,36.1,-119.99
64700,3,35,1650,285,792,265,36.1,-119.99
52300,2,14,1270,290,1080,279,36.1,-119.99
42100,2,37,766,189,639,190,36.1,-119.99
61600,2,21,2000,385,1400,398,36.1,-119.99
54800,2,16,1460,400,1200,384,36.1,-119.99
68800,4,36,1730,317,737,278,36.1,-119.99
60700,2,37,1680,316,707,274,36.1,-119.99
61300,2,21,1550,308,1140,306,36.1,-119.99
138000,2,43,187,38,106,40,36.2,-119.99
52200,2,33,1290,272,694,229,36.2,-119.99
100000,1,23,333,92,198,55,36.1,-119.99
47700,2,25,1050,270,1510,286,36,-119.99
225000,3,20,156,39,171,37,36,-119.99
60900,3,27,2530,518,1370,461,36,-119.99
48500,2,18,1170,334,1120,308,36,-119.99
43900,2,33,1730,420,1370,388,36,-119.99
56200,2,7,2050,482,1390,422,36,-119.99
71300,2,26,48,8,13,8,35.9,-119.99
62500,3,16,259,53,131,38,35.9,-119.99
73500,1,16,411,114,26,19,39.4,-122.99
98900,4,39,1300,240,534,179,39.2,-122.99
72500,2,43,89,18,86,27,39.2,-122.99
68300,4,44,202,42,142,39,39.2,-122.99
73600,3,45,1310,277,649,232,39.2,-122.99
106000,2,20,1130,231,521,196,39.1,-122.99
92600,4,24,1100,193,353,145,39.1,-122.99
138000,3,17,380,69,225,72,39.1,-122.99
71100,2,10,1590,333,585,254,39.1,-122.99
143000,2,15,2480,544,835,380,39.1,-122.99
166000,4,24,341,64,146,57,39.1,-122.99
141000,3,18,681,120,272,105,39.1,-122.99
164000,3,14,1580,301,851,273,39,-122.99
102000,2,21,2200,484,1000,381,39.1,-122.99
100000,2,21,1240,238,601,261,39.1,-122.99
119000,4,16,1550,295,605,250,39,-122.99
93500,3,20,1130,229,621,210,39,-122.99
80700,3,38,3130,624,1590,568,39,-122.99
95000,4,27,789,208,295,108,39,-122.99
95800,1,14,2370,557,723,427,39,-122.99
108000,3,13,532,111,214,62,39.1,-122.99
86500,2,15,1930,427,810,321,39.1,-122.99
78800,2,24,3130,674,1020,448,39.1,-122.99
94700,1,26,2190,495,679,371,39.1,-122.99
66800,2,20,1800,395,685,331,39.1,-122.99
65000,1,17,1880,467,798,342,39.1,-122.99
89000,2,23,952,200,321,128,39.1,-122.99
109000,3,15,1600,323,661,269,39,-122.99
69700,1,11,1260,271,370,177,39.1,-122.99
113000,3,9,254,50,66,29,39,-122.99
112000,2,23,1620,395,425,244,39,-122.99
72400,2,27,2200,527,744,316,39,-122.99
53300,1,27,1450,329,594,255,39,-122.99
109000,2,16,3720,810,943,510,39,-122.99
163000,2,18,793,148,186,59,39,-122.99
135000,2,18,1180,224,181,105,39,-122.99
75900,2,16,4280,951,1600,666,39,-122.99
77800,2,16,975,219,337,155,39,-122.99
110000,2,27,2300,508,526,254,39,-122.99
60000,1,32,1860,472,703,292,39,-122.99
64000,2,17,1710,459,633,312,39,-122.99
58800,2,19,2230,538,832,359,39,-122.99
57500,2,14,1730,400,638,282,38.9,-122.99
71300,4,14,231,36,108,31,38.9,-122.99
62000,1,16,1660,390,572,301,38.9,-122.99
69000,2,16,1910,446,828,332,39,-122.99
60200,2,20,2510,577,1070,457,39,-122.99
63200,2,27,2140,580,898,367,39,-122.99
58200,2,29,883,187,326,136,39,-122.99
68900,1,28,1500,370,522,268,39,-122.99
77300,2,11,686,127,246,86,39,-122.99
49000,2,25,661,144,192,93,38.9,-122.99
81800,1,18,3840,969,1830,845,38.9,-122.99
55000,2,13,524,129,215,90,38.9,-122.99
114000,3,17,2550,540,723,319,39,-122.99
201000,3,17,4160,967,889,414,39,-122.99
96900,2,23,642,203,265,84,39,-122.99
97300,3,11,5180,971,2140,792,39,-122.99
93400,3,9,1250,234,517,187,38.9,-122.99
55000,1,20,41,18,94,10,38.9,-122.99
137000,3,20,1590,327,647,253,39,-122.99
88500,2,20,1580,318,753,252,39,-122.99
114000,2,15,289,49,191,54,39,-122.99
77800,2,17,1380,347,719,296,39,-122.99
75000,2,21,939,176,556,178,39,-122.99
134000,3,20,2070,384,904,333,39,-122.99
106000,3,20,1210,247,504,223,38.9,-122.99
93800,2,15,1320,296,567,276,39,-122.99
119000,4,26,712,140,293,100,38.9,-122.99
100000,3,11,640,134,268,90,38.9,-122.99
96600,2,29,2780,617,890,310,38.9,-122.99
90800,3,12,4520,909,1550,528,38.8,-122.99
113000,2,10,304,63,161,61,38.9,-121.99
75000,2,15,1410,329,599,273,38.9,-122.99
91700,3,23,292,56,92,41,38.9,-122.99
84700,2,13,520,115,249,109,38.9,-122.99
113000,4,30,70,38,20,13,38.9,-122.99
73500,2,16,1180,240,519,199,38.9,-122.99
109000,3,12,2390,443,877,341,38.8,-122.99
133000,4,9,2590,482,1050,374,38.8,-122.99
132000,4,7,3640,637,1030,421,38.8,-122.99
103000,3,15,764,145,366,143,38.8,-122.99
83300,3,22,852,176,461,142,38.8,-122.99
67900,2,29,994,226,302,117,38.8,-122.99
85300,2,21,1430,323,727,287,38.7,-122.99
89600,3,20,531,126,231,96,38.7,-122.99
87500,1,26,102,17,43,13,38.7,-122.99
48100,3,26,1710,308,761,250,41.1,-120.99
59200,3,29,779,136,364,123,41.1,-120.99
80800,4,17,976,202,511,175,40.9,-120.99
40000,2,27,777,185,318,115,41,-119.99
200000,4,33,240,49,63,22,40.6,-119.99
118000,2,11,2640,667,280,132,40.6,-120.99
78300,3,17,890,167,406,154,40.5,-120.99
64100,3,19,683,139,302,111,40.3,-120.99
49500,2,52,5490,1040,1980,754,40.4,-120.99
85900,4,15,5340,1000,2500,902,40.5,-120.99
71500,3,15,2050,461,1120,402,40.4,-120.99
66400,3,35,1450,325,717,297,40.4,-120.99
64300,2,39,3240,652,1470,621,40.4,-120.99
70200,2,52,2080,478,1050,419,40.4,-120.99
59300,2,50,1740,424,987,383,40.4,-120.99
106000,4,19,4460,828,2230,777,40.4,-120.99
61800,2,16,3410,667,1870,590,40.4,-120.99
85600,2,26,1650,313,762,280,40.4,-119.99
70000,2,19,689,143,355,127,40.5,-119.99
67500,6,36,36,8,4200,7,40.4,-120.99
91000,3,17,3390,623,1530,571,40.3,-120.99
85100,3,16,1820,360,969,359,40.3,-119.99
73500,2,21,789,141,406,146,40.2,-119.99
47600,3,26,2400,518,1040,443,40.3,-119.99
60700,2,19,2340,518,1030,383,39.9,-119.99
276000,6,27,5210,859,2360,888,34.3,-117.99
213000,5,32,1080,207,486,167,34.3,-117.99
191000,4,33,3180,713,1850,612,34.3,-117.99
185000,4,37,2820,633,1620,573,34.3,-117.99
192000,5,42,2190,423,1150,439,34.3,-117.99
198000,4,35,2050,450,1170,407,34.3,-117.99
162000,3,29,2560,787,1890,769,34.3,-117.99
175000,2,19,1990,594,1400,527,34.3,-117.99
162000,3,8,5570,1510,3570,1370,34.3,-117.99
258000,5,37,2490,454,1220,431,34.3,-117.99
262000,4,35,2090,360,879,326,34.3,-117.99
278000,6,30,2180,369,1050,390,34.2,-117.99
230000,5,35,779,143,371,150,34.3,-117.99
196000,4,39,699,150,358,143,34.3,-117.99
264000,4,32,2540,526,1280,493,34.2,-117.99
317000,6,29,3390,580,1540,576,34.2,-117.99
